;BB;voc_nb_all;cond;age;zf0_Original;M_minus_NM;Type_protophone;zf0_Original_inv;difference_inv;f0m_NM;is_margbabbling
209;52;18.0;m100;6.3;-0.5819846488029498;12.561105169906966;R;-0.5819846488029498;12.561105169906966;298.17548807995774;0
210;52;19.0;m100;6.3;-0.9870059123523306;-8.969074889535563;R;-0.9870059123523306;-8.969074889535563;237.6330054521261;0
211;52;20.0;m100;6.3;0.026847667255571552;-12.613192179013083;V;0.026847667255571552;-12.613192179013083;389.18359860534866;1
212;52;21.0;m100;6.3;-0.6637501958175278;-12.61962572141016;V;-0.6637501958175278;-12.61962572141016;285.9531934618835;1
213;52;22.0;m100;6.3;-0.535879915394568;-13.191211343691236;V;-0.535879915394568;-13.191211343691236;305.0672127192431;1
214;52;23.0;m100;6.3;-0.7143734439841256;41.06397439775776;V;-0.7143734439841256;41.06397439775776;278.3860423058381;1
215;56;20.0;p100;6.333333333333333;0.03935436840064017;18.033770265326382;Gr;-0.03935436840064017;-18.033770265326382;313.6118429868456;0
216;56;21.0;p100;6.333333333333333;-0.48283435225999455;12.55355373929575;V;0.48283435225999455;-12.55355373929575;272.31488039527073;1
217;56;22.0;p100;6.333333333333333;-0.7931118047312893;10.701732456574007;V;0.7931118047312893;-10.701732456574007;247.77678556337645;1
218;56;23.0;p100;6.333333333333333;;;Gr;;;;0
219;56;24.0;p100;6.333333333333333;-0.490558019287624;12.18472221806212;Gr;0.490558019287624;-12.18472221806212;271.70405910463415;0
220;56;25.0;p100;6.333333333333333;-0.02584435078815761;13.729182098366095;V;0.02584435078815761;-13.729182098366095;308.4556437798769;1
221;56;26.0;p100;6.333333333333333;0.4375258970017789;14.871088567062657;pB;-0.4375258970017789;-14.871088567062657;345.10098488341623;1
222;56;27.0;p100;6.333333333333333;-0.07975457314198058;16.337425912437766;Gr;0.07975457314198058;-16.337425912437766;304.19218815978473;0
223;56;28.0;p100;6.333333333333333;0.35302362925256675;14.307178283528174;R;-0.35302362925256675;-14.307178283528174;338.4181768255793;0
224;56;29.0;p100;6.333333333333333;-0.47327451419115957;12.351472203475566;V;0.47327451419115957;-12.351472203475566;273.0709141039474;1
225;56;30.0;p100;6.333333333333333;-0.6469450608318101;13.065693464675917;V;0.6469450608318101;-13.065693464675917;259.33628946708484;1
226;56;31.0;p100;6.333333333333333;-0.03322221241572515;13.202757956611833;V;0.03322221241572515;-13.202757956611833;307.87217028919326;1
227;56;32.0;p100;6.333333333333333;2.168767430288295;20.17387345207038;V;-2.168767430288295;-20.17387345207038;482.01511957913266;1
228;56;33.0;p100;6.333333333333333;1.0089804372742768;15.809523946623244;pB;-1.0089804372742768;-15.809523946623244;390.2941034604755;1
229;56;34.0;p100;6.333333333333333;1.328194446126254;17.112954488331525;S;-1.328194446126254;-17.112954488331525;415.5389401654682;0
230;56;35.0;p100;6.333333333333333;-0.0930574493121068;13.069925199618694;V;0.0930574493121068;-13.069925199618694;303.1401386653739;1
231;56;36.0;p100;6.333333333333333;-0.35373533772765947;13.231117906690884;pB;0.35373533772765947;-13.231117906690884;282.5245937858743;1
232;58;34.0;p100;6.5;0.09023616360879436;13.548350333740075;V;-0.09023616360879436;-13.548350333740075;315.6190616232248;1
233;58;35.0;p100;6.5;1.493034756892767;16.690328298817462;V;-1.493034756892767;-16.690328298817462;434.7937398737774;1
234;58;36.0;p100;6.5;-0.15600124970321277;13.106903712068174;V;0.15600124970321277;-13.106903712068174;294.6999755582687;1
235;58;37.0;p100;6.5;0.2734430221247656;14.9624420407726;V;-0.2734430221247656;-14.9624420407726;331.1833903311846;1
236;58;38.0;p100;6.5;0.12934788061141603;15.270812514505963;Gr;-0.12934788061141603;-15.270812514505963;318.94179541546674;0
237;58;39.0;p100;6.5;-0.35673091280584857;14.743680644442577;Gr;0.35673091280584857;-14.743680644442577;277.64699793901053;0
238;58;40.0;p100;6.5;-0.45882604162936297;12.547801267511886;V;0.45882604162936297;-12.547801267511886;268.9735118186634;1
239;58;41.0;p100;6.5;0.6346273749999071;14.259805695158661;V;-0.6346273749999071;-14.259805695158661;361.86778739937836;1
240;58;42.0;p100;6.5;-0.12268933112401267;14.554112972664427;V;0.12268933112401267;-14.554112972664427;297.529987790667;1
241;58;43.0;p100;6.5;0.3521465351534854;14.759487715310058;Gr;-0.3521465351534854;-14.759487715310058;337.8696430030157;0
242;58;44.0;p100;6.5;-0.09419041879265391;13.937173132786484;V;0.09419041879265391;-13.937173132786484;299.9511113388661;1
243;58;45.0;p100;6.5;-0.5307063830422117;11.88753632363364;V;0.5307063830422117;-11.88753632363364;262.8669213206203;1
244;58;46.0;p100;6.5;1.5470878914444457;19.427210359029687;V;-1.5470878914444457;-19.427210359029687;439.3858209818357;1
245;58;47.0;p100;6.5;0.06389877968665052;15.960056653423123;Gr;-0.06389877968665052;-15.960056653423123;313.38157060355184;0
246;58;48.0;p100;6.5;-0.46683287752104713;12.842180408942113;V;0.46683287752104713;-12.842180408942113;268.29329151065565;1
247;58;49.0;p100;6.5;-0.47420903977810624;12.866763663946074;V;0.47420903977810624;-12.866763663946074;267.6666500470005;1
248;58;50.0;p100;6.5;-0.5545775997938932;12.124351421098197;V;0.5545775997938932;-12.124351421098197;260.83894339887814;1
249;58;51.0;p100;6.5;-0.09258758471898812;14.177450916478278;Gr;0.09258758471898812;-14.177450916478278;300.0872800204806;0
250;58;52.0;p100;6.5;-0.7166097980038474;11.030254303832919;V;0.7166097980038474;-11.030254303832919;247.07350680637649;1
251;58;53.0;p100;6.5;-0.30149479767152915;12.402218606390306;V;0.30149479767152915;-12.402218606390306;282.3395790981723;1
252;58;54.0;p100;6.5;-0.23452131751131775;12.489052126231229;V;0.23452131751131775;-12.489052126231229;288.02930746518473;1
253;58;55.0;p100;6.5;-0.5503996608142749;11.96667695279001;V;0.5503996608142749;-11.96667695279001;261.19387997782127;1
254;58;56.0;p100;6.5;-0.20788701152974243;12.561669520360113;V;0.20788701152974243;-12.561669520360113;290.29202348227903;1
255;58;57.0;p100;6.5;-0.35940453242354076;12.807278559008296;V;0.35940453242354076;-12.807278559008296;277.4198607297003;1
256;58;58.0;p100;6.5;-0.6014188666044236;6.913557738792065;V;0.6014188666044236;-6.913557738792065;256.85954612280517;1
257;58;59.0;p100;6.5;-0.6101454190394473;11.078155681059968;V;0.6101454190394473;-11.078155681059968;256.1181823349745;1
258;58;60.0;p100;6.5;-0.14974267545503897;16.199734834975345;Gr;0.14974267545503897;-16.199734834975345;295.23167239336976;0
259;58;61.0;p100;6.5;-0.47700854025698136;12.574616582561362;V;0.47700854025698136;-12.574616582561362;267.42881863597006;1
260;58;62.0;p100;6.5;-0.4789102925638048;12.424288238900942;V;0.4789102925638048;-12.424288238900942;267.2672553721038;1
261;58;63.0;p100;6.5;-0.45968322222229885;11.828336531518175;V;0.45968322222229885;-11.828336531518175;268.90069008797815;1
262;58;64.0;p100;6.5;-0.48123561828450223;10.645145521468748;V;0.48123561828450223;-10.645145521468748;267.06970745188306;1
263;58;65.0;p100;6.5;-0.606408355843358;10.633168064497966;V;0.606408355843358;-10.633168064497966;256.43566433568947;1
264;58;66.0;p100;6.5;0.44770028233605663;14.119610709354731;V;-0.44770028233605663;-14.119610709354731;345.9874064015796;1
265;58;67.0;p100;6.5;0.23177776048345522;10.01247401089313;V;-0.23177776048345522;-10.01247401089313;327.64372029294765;1
266;58;68.0;p100;6.5;-0.632308369638699;5.507025886288716;V;0.632308369638699;-5.507025886288716;254.23533007136803;1
267;58;69.0;p100;6.5;0.7651090964284996;15.946312165739528;V;-0.7651090964284996;-15.946312165739528;372.952854951683;1
268;58;70.0;p100;6.5;-0.4556570589213983;12.687975059241523;pB;0.4556570589213983;-12.687975059241523;269.2427325723848;1
269;58;71.0;p100;6.5;-0.33167232543491687;13.250540968828659;V;0.33167232543491687;-13.250540968828659;279.7758488671777;1
270;58;72.0;p100;6.5;-0.3262927799455255;12.783310651192096;pB;0.3262927799455255;-12.783310651192096;280.23286786185145;1
271;58;73.0;p100;6.5;-0.28156572230700416;13.391372670901887;pB;0.28156572230700416;-13.391372670901887;284.03265261262334;1
272;61;13.0;m100;3.6;0.13039852752231526;-13.19951103924194;V;0.13039852752231526;-13.19951103924194;308.3596987982952;1
273;61;14.0;m100;3.6;-1.589294299727948;0.050333840015667874;Gr;-1.589294299727948;0.050333840015667874;227.38204407534008;0
274;61;15.0;m100;3.6;-0.15117697384451875;0.5276573837631418;V;-0.15117697384451875;0.5276573837631418;295.100747335094;1
275;61;16.0;m100;3.6;2.570224376168299;-1.4698091236602409;S;2.570224376168299;-1.4698091236602409;423.247295016107;0
276;61;17.0;m100;3.6;1.017299379756748;-13.873866965204911;pB;1.017299379756748;-13.873866965204911;350.12247750370574;1
277;61;18.0;m100;3.6;0.8530159259505342;-14.082361994180872;S;0.8530159259505342;-14.082361994180872;342.3866257351747;0
278;61;19.0;m100;3.6;0.5811018661353575;-13.169026851782917;V;0.5811018661353575;-13.169026851782917;329.5826164952001;1
279;61;20.0;m100;3.6;0.28237739017397767;0.13735964593450944;pB;0.28237739017397767;0.13735964593450944;315.5161465487182;1
280;61;21.0;m100;3.6;2.2921857274596635;-17.159595769973578;V;2.2921857274596635;-17.159595769973578;410.1548884316325;1
281;61;22.0;m100;3.6;-0.25101887661034683;-12.66930057130702;B;-0.25101887661034683;-12.66930057130702;290.3993477589955;1
282;61;23.0;m100;3.6;-0.2582944997286402;0.03224278962943572;V;-0.2582944997286402;0.03224278962943572;290.05675000698324;1
283;61;24.0;m100;3.6;1.9695808954939664;1.5685196185153814;V;1.9695808954939664;1.5685196185153814;394.96392974359384;1
284;61;25.0;m100;3.6;0.21155667032038256;-13.49557409713475;L;0.21155667032038256;-13.49557409713475;312.18130924018243;0
285;61;26.0;m100;3.6;-0.7398086267648422;-12.279262209723242;V;-0.7398086267648422;-12.279262209723242;267.3830003084923;1
286;61;27.0;m100;3.6;0.9761601515984311;-14.41326034262164;L;0.9761601515984311;-14.41326034262164;348.1852953740926;0
287;61;28.0;m100;3.6;0.48627844509837415;-12.977187246929134;V;0.48627844509837415;-12.977187246929134;325.11752940132646;1
288;61;29.0;m100;3.6;1.7666000892868288;-16.248031382845227;V;1.7666000892868288;-16.248031382845227;385.40587996867515;1
289;61;30.0;m100;3.6;-0.27213177843645253;-12.902417065060376;V;-0.27213177843645253;-12.902417065060376;289.40517412101633;1
290;61;31.0;m100;3.6;0.8871207949357784;-14.326735956786592;V;0.8871207949357784;-14.326735956786592;343.9925708558941;1
291;61;32.0;m100;3.6;0.3621425919694476;-13.573730112400938;pB;0.3621425919694476;-13.573730112400938;319.2721655699922;1
292;61;33.0;m100;3.6;4.954628012742677;-18.269937088627785;V;4.954628012742677;-18.269937088627785;535.5251456549406;1
293;61;34.0;m100;3.6;1.4644791906353116;0.5151058424613097;V;1.4644791906353116;0.5151058424613097;371.17947777177216;1
294;61;35.0;m100;3.6;-0.31688246495191774;-13.012084886988248;B;-0.31688246495191774;-13.012084886988248;287.29793404660205;1
295;66;11.0;p100;3.7333333333333334;0.2094922867630937;14.21957537267059;V;-0.2094922867630937;-14.21957537267059;320.52869821408007;1
296;66;12.0;p100;3.7333333333333334;-0.045638791313906885;14.056834457664536;pB;0.045638791313906885;-14.056834457664536;304.277961019381;1
297;66;13.0;p100;3.7333333333333334;-0.6884119707949772;13.122037228093859;V;0.6884119707949772;-13.122037228093859;263.336112247843;1
298;66;14.0;p100;3.7333333333333334;1.3085424427441512;10.295220923284148;pB;-1.3085424427441512;-10.295220923284148;390.5334008291444;1
299;66;15.0;p100;3.7333333333333334;-1.7286681254919394;9.47951695846345;V;1.7286681254919394;-9.47951695846345;197.0763311480018;1
300;66;16.0;p100;3.7333333333333334;1.0041806924304397;14.75862307270313;pB;-1.0041806924304397;-14.75862307270313;371.1468844794037;1
301;66;17.0;p100;3.7333333333333334;0.2785815649246456;14.2555646765515;pB;-0.2785815649246456;-14.2555646765515;324.9293839746599;1
302;66;18.0;p100;3.7333333333333334;-0.3396548130856718;8.505230973694836;pB;0.3396548130856718;-8.505230973694836;285.55042246603455;1
303;66;19.0;p100;3.7333333333333334;0.2138706339498336;14.288751499105217;pB;-0.2138706339498336;-14.288751499105217;320.8075798384402;1
304;68;17.0;m100;6.1;0.9264457418944545;-18.087763073516726;S;0.9264457418944545;-18.087763073516726;444.33790105281463;0
305;68;18.0;m100;6.1;3.0061711774220394;-22.818143892461535;V;3.0061711774220394;-22.818143892461535;641.9349459722749;1
306;68;19.0;m100;6.1;0.2511685120371823;-16.47732263370449;V;0.2511685120371823;-16.47732263370449;380.1790544849998;1
307;68;20.0;m100;6.1;-0.8119847371752988;-12.973534177472516;V;-0.8119847371752988;-12.973534177472516;279.16767252456486;1
308;68;21.0;m100;6.1;;;V;;;;1
309;68;22.0;m100;6.1;-1.1517009424752114;-10.91969789466242;V;-1.1517009424752114;-10.91969789466242;246.89085505058583;1
310;69;14.0;m100;6.133333333333334;-0.40491291496645593;-11.185674304062331;B;-0.40491291496645593;-11.185674304062331;271.58237988645766;1
311;69;15.0;m100;6.133333333333334;-0.33318418120409615;0.008824995646307343;B;-0.33318418120409615;0.008824995646307343;279.20166511473667;1
312;69;16.0;m100;6.133333333333334;-0.6581473483738948;-3.6056343968671456;pB;-0.6581473483738948;-3.6056343968671456;244.68290353231902;1
313;69;17.0;m100;6.133333333333334;-0.6594220791191928;-11.421051106233847;B;-0.6594220791191928;-11.421051106233847;244.54749702744664;1
314;69;18.0;m100;6.133333333333334;-0.5218353438108306;-11.61571137871394;B;-0.5218353438108306;-11.61571137871394;259.16245709930905;1
315;69;19.0;m100;6.133333333333334;0.5478084883381332;-4.169036058226538;V;0.5478084883381332;-4.169036058226538;372.7838891576718;1
316;69;20.0;m100;6.133333333333334;0.3962781218973339;-15.47904550767879;V;0.3962781218973339;-15.47904550767879;356.68778621400116;1
317;69;21.0;m100;6.133333333333334;1.173249267700856;-17.344319007939532;V;1.173249267700856;-17.344319007939532;439.2204682160685;1
318;69;22.0;m100;6.133333333333334;-0.4429523360287711;-11.81296950455058;V;-0.4429523360287711;-11.81296950455058;267.54169515957244;1
319;69;23.0;m100;6.133333333333334;0.04860484252710931;-13.386638181497347;V;0.04860484252710931;-13.386638181497347;319.7566744708441;1
320;69;24.0;m100;6.133333333333334;-0.3729968207251066;-9.940213947863413;V;-0.3729968207251066;-9.940213947863413;274.9726227172196;1
321;69;25.0;m100;6.133333333333334;1.336384194148696;-17.905208025754746;V;1.336384194148696;-17.905208025754746;456.5492494464528;1
322;69;26.0;m100;6.133333333333334;1.3469231064639313;-10.49602242191611;V;1.3469231064639313;-10.49602242191611;457.6687307855718;1
323;69;27.0;m100;6.133333333333334;-0.4401393372291073;-12.397510746034442;V;-0.4401393372291073;-12.397510746034442;267.84050205434426;1
324;69;28.0;m100;6.133333333333334;-0.2609841439585786;-15.958265405262068;Gr;-0.2609841439585786;-15.958265405262068;286.87101390163303;0
325;69;29.0;m100;6.133333333333334;2.8464345594736526;-21.213323721022675;L;2.8464345594736526;-21.213323721022675;616.952254476431;0
326;69;30.0;m100;6.133333333333334;-0.5541424379928676;-11.640837825880993;L;-0.5541424379928676;-11.640837825880993;255.73068084231642;0
327;70;14.0;p100;6.333333333333333;-0.7819315816566859;12.927229407121615;V;0.7819315816566859;-12.927229407121615;270.7014183443186;1
328;70;15.0;p100;6.333333333333333;-0.7545152143092082;12.892423256309769;V;0.7545152143092082;-12.892423256309769;273.85439333661066;1
329;70;16.0;p100;6.333333333333333;-0.8693502368451362;11.427816057672885;V;0.8693502368451362;-11.427816057672885;260.64797726747423;1
330;70;17.0;p100;6.333333333333333;-0.8372644641061645;8.865569139330091;L;0.8372644641061645;-8.865569139330091;264.3379496760053;0
331;70;18.0;p100;6.333333333333333;-0.25113574000182537;15.22273643591194;L;0.25113574000182537;-15.22273643591194;331.74473577361914;0
332;70;19.0;p100;6.333333333333333;-0.9034515075213891;10.134441665647273;V;0.9034515075213891;-10.134441665647273;256.7262157778909;1
333;70;20.0;p100;6.333333333333333;-0.10238927565705101;15.210607161462235;L;0.10238927565705101;-15.210607161462235;348.8510823704116;0
334;70;21.0;p100;6.333333333333333;1.2103930411210673;19.988941632195235;V;-1.2103930411210673;-19.988941632195235;499.8254898352811;1
335;70;22.0;p100;6.333333333333333;-0.7847760184085467;10.314355533617743;V;0.7847760184085467;-10.314355533617743;270.3742984953573;1
336;70;23.0;p100;6.333333333333333;-1.0005505530614536;12.486216057438071;L;1.0005505530614536;-12.486216057438071;245.5594970626408;0
337;70;24.0;p100;6.333333333333333;1.2106962741178422;19.234860589839343;S;-1.2106962741178422;-19.234860589839343;499.86036265572267;0
338;70;25.0;p100;6.333333333333333;-0.6987647819967896;13.462004838818075;V;0.6987647819967896;-13.462004838818075;280.26588165169915;1
339;70;26.0;p100;6.333333333333333;0.2641276264395521;10.257488478103255;L;-0.2641276264395521;-10.257488478103255;391.00176600827376;0
340;70;27.0;p100;6.333333333333333;-0.6939497833218444;13.031789289522806;V;0.6939497833218444;-13.031789289522806;280.8196227880652;1
341;70;28.0;p100;6.333333333333333;-0.7095876138682726;0.11873554510782469;L;0.7095876138682726;-0.11873554510782469;279.0212193737221;0
342;71;9.0;p100;3.8333333333333335;-1.394771539311347;11.884755762281145;V;1.394771539311347;-11.884755762281145;258.2491786452206;1
343;71;10.0;p100;3.8333333333333335;2.832971159336579;16.7900207123177;R;-2.832971159336579;-16.7900207123177;407.25239458430036;0
344;71;11.0;p100;3.8333333333333335;2.2249886162273933;16.10625934305932;V;-2.2249886162273933;-16.10625934305932;385.82456403371816;1
345;71;12.0;p100;3.8333333333333335;-0.4591823521242859;13.153710480312782;pB;0.4591823521242859;-13.153710480312782;291.22322830375;1
346;71;13.0;p100;3.8333333333333335;-0.5904783236582837;13.00622726782774;V;0.5904783236582837;-13.00622726782774;286.59581282629716;1
347;71;14.0;p100;3.8333333333333335;-1.3989086067887102;12.084291302845259;pB;1.3989086067887102;-12.084291302845259;258.1033712007701;1
348;71;15.0;p100;3.8333333333333335;-2.565019162383701;11.02742927800125;V;2.565019162383701;-11.02742927800125;217.0047908685921;1
349;71;16.0;p100;3.8333333333333335;-0.8434588082017773;12.012097942536343;V;0.8434588082017773;-12.012097942536343;277.6797295985117;1
350;71;17.0;p100;3.8333333333333335;8.229727565872645;20.97509449421011;Gr;-8.229727565872645;-20.97509449421011;597.4565100028843;0
351;71;18.0;p100;3.8333333333333335;0.2865418028125606;13.86103829142337;V;-0.2865418028125606;-13.86103829142337;317.5056454727462;1
352;71;19.0;p100;3.8333333333333335;1.6334104332513493;15.211634161331176;V;-1.6334104332513493;-15.211634161331176;364.9748912825788;1
353;71;20.0;p100;3.8333333333333335;-0.10244685876581792;13.9142234492503;pB;0.10244685876581792;-13.9142234492503;303.79606906982247;1
354;71;21.0;p100;3.8333333333333335;-1.531919478333535;11.384760457973613;V;1.531919478333535;-11.384760457973613;253.41551552275612;1
355;71;22.0;p100;3.8333333333333335;-1.4704912196573041;12.003195325207827;pB;1.4704912196573041;-12.003195325207827;255.58050254886425;1
356;72;12.0;m100;6.5;-0.24768216566554466;-12.017543578636207;V;-0.24768216566554466;-12.017543578636207;274.3550319434774;1
357;72;13.0;m100;6.5;-0.12497494123110857;-2.9508724183078243;V;-0.12497494123110857;-2.9508724183078243;277.399278945563;1
358;72;14.0;m100;6.5;-0.32163899312566835;-11.75052019968399;V;-0.32163899312566835;-11.75052019968399;272.52023491895875;1
359;72;15.0;m100;6.5;-0.898941039463271;-6.568237807666009;Gr;-0.898941039463271;-6.568237807666009;258.19793212088535;0
360;72;16.0;m100;6.5;-0.06199241434437686;-11.995819498608682;Gr;-0.06199241434437686;-11.995819498608682;278.9618142367199;0
361;72;17.0;m100;6.5;0.9067062736485233;-53.52483831816852;Gr;0.9067062736485233;-53.52483831816852;302.9942873892874;0
362;72;18.0;m100;6.5;5.182827140759909;-5.239422748823415;R;5.182827140759909;-5.239422748823415;409.0806909426093;0
363;72;19.0;m100;6.5;0.35843949092419375;-4.005963181063009;V;0.35843949092419375;-4.005963181063009;289.39232126753336;1
364;72;20.0;m100;6.5;3.0010135953959067;-8.224949374834466;V;3.0010135953959067;-8.224949374834466;354.9520169774259;1
365;72;21.0;m100;6.5;-0.38938449782168844;-8.091836229824821;V;-0.38938449782168844;-8.091836229824821;270.8395347765981;1
366;72;22.0;m100;6.5;-0.20714874834403643;-13.114262392295018;Gr;-0.20714874834403643;-13.114262392295018;275.3606266403994;0
367;74;12.0;p100;6.333333333333333;-0.7047794582378261;12.711846311643058;V;0.7047794582378261;-12.711846311643058;314.92773389412207;1
368;74;13.0;p100;6.333333333333333;-1.3311967857761793;10.836309379045701;V;1.3311967857761793;-10.836309379045701;261.97215685916444;1
369;74;14.0;p100;6.333333333333333;-0.7733378088115416;5.206918156286349;pB;0.7733378088115416;-5.206918156286349;309.132001790952;1
370;74;15.0;p100;6.333333333333333;0.6094870418833574;17.190348396950924;B;-0.6094870418833574;-17.190348396950924;426.0321651286975;1
371;74;16.0;p100;6.333333333333333;-0.8810124057171227;13.373235902358488;B;0.8810124057171227;-13.373235902358488;300.0294911156029;1
372;74;17.0;p100;6.333333333333333;-0.6619732059214208;13.75467497765726;V;0.6619732059214208;-13.75467497765726;318.54645529990955;1
373;74;18.0;p100;6.333333333333333;0.09942176787354036;16.50899261721713;V;-0.09942176787354036;-16.50899261721713;382.9126667954879;1
374;74;19.0;p100;6.333333333333333;0.7445466799527374;17.833190474687967;S;-0.7445466799527374;-17.833190474687967;437.44973094891924;0
375;74;20.0;p100;6.333333333333333;1.5994207799985345;15.717069777983681;S;-1.5994207799985345;-15.717069777983681;509.7184075483761;0
376;74;21.0;p100;6.333333333333333;0.13696305388595004;13.34820276268249;V;-0.13696305388595004;-13.34820276268249;386.0863026066713;1
377;74;22.0;p100;6.333333333333333;0.7815266602553345;15.231607511705363;B;-0.7815266602553345;-15.231607511705363;440.575915537971;1
378;74;23.0;p100;6.333333333333333;-0.2465230472435578;14.56571833317497;V;0.2465230472435578;-14.56571833317497;353.66745517471577;1
379;74;24.0;p100;6.333333333333333;-0.9009933553876084;13.517510615392837;V;0.9009933553876084;-13.517510615392837;298.34035725389276;1
380;74;25.0;p100;6.333333333333333;-0.5134139753790138;14.475558454473742;V;0.5134139753790138;-14.475558454473742;331.1052390873213;1
381;77;10.0;m100;6.0;-0.9868028814063518;-12.82264299999838;pB;-0.9868028814063518;-12.82264299999838;308.5503654979945;1
382;77;11.0;m100;6.0;-1.7996822693639702;-10.527598270799729;V;-1.7996822693639702;-10.527598270799729;235.55181562705505;1
383;77;12.0;m100;6.0;-0.12794586261649188;-9.558313138762173;B;-0.12794586261649188;-9.558313138762173;385.6778186564042;1
384;77;13.0;m100;6.0;0.5025359566455881;-17.546000934941958;pB;0.5025359566455881;-17.546000934941958;442.2966223903269;1
385;77;14.0;m100;6.0;1.28783128535584;-20.290212289942417;V;1.28783128535584;-20.290212289942417;512.8180565237508;1
386;77;15.0;m100;6.0;0.48444623646679313;-16.40960117994547;V;0.48444623646679313;-16.40960117994547;440.6721214370662;1
387;77;16.0;m100;6.0;0.11846978371806945;-3.1301143241825002;R;0.11846978371806945;-3.1301143241825002;407.8065441652753;0
388;77;17.0;m100;6.0;0.9805664665142555;-18.686413669209458;V;0.9805664665142555;-18.686413669209458;485.22492704589763;1
389;77;18.0;m100;6.0;-1.35969847165274;-12.003644669174832;B;-1.35969847165274;-12.003644669174832;275.0634328182922;1
390;77;19.0;m100;6.0;-1.65285163535044;-11.538991316306692;V;-1.65285163535044;-11.538991316306692;248.73756435977745;1
391;77;20.0;m100;6.0;-0.414076799449466;-13.560574210321477;V;-0.414076799449466;-13.560574210321477;359.9825632821721;1
392;77;21.0;m100;6.0;-0.05771251973851675;-14.67774084415504;V;-0.05771251973851675;-14.67774084415504;391.9849439921348;1
393;77;22.0;m100;6.0;-1.0443331699033647;-14.121115315883003;V;-1.0443331699033647;-14.121115315883003;303.38400540059996;1
394;77;23.0;m100;6.0;0.37853817130660977;-16.438342542439273;pB;0.37853817130660977;-16.438342542439273;431.16131910788545;1
395;78;9.0;p100;6.3;-0.38285676932794;13.536739885483314;V;0.38285676932794;-13.536739885483314;301.3615951858172;1
396;78;10.0;p100;6.3;-0.0932008098035564;14.084906519920139;V;0.0932008098035564;-14.084906519920139;318.4961501848014;1
397;78;11.0;p100;6.3;0.532657108846104;15.987056315137806;V;-0.532657108846104;-15.987056315137806;355.5186818332472;1
398;78;12.0;p100;6.3;-0.9264511437707815;8.37446241671114;V;0.9264511437707815;-8.37446241671114;269.20535120132143;1
399;78;13.0;p100;6.3;0.22975348558374742;13.583609390206504;Gr;-0.22975348558374742;-13.583609390206504;337.6004632655966;0
400;78;14.0;p100;6.3;-0.19804716976902342;13.957088716751628;B;0.19804716976902342;-13.957088716751628;312.2939794294631;1
401;78;15.0;p100;6.3;-0.41901054492258316;13.866509293656009;V;0.41901054492258316;-13.866509293656009;299.22292399339796;1
402;78;16.0;p100;6.3;-0.3553262432180376;13.276586987202961;V;0.3553262432180376;-13.276586987202961;302.9901593436397;1
403;78;17.0;p100;6.3;1.3647221245647299;15.949564271546137;V;-1.3647221245647299;-15.949564271546137;404.73936349286726;1
404;81;6.0;p100;6.2;8.394790350195004;0.14813985030593813;V;-8.394790350195004;-0.14813985030593813;489.3724961148072;1
405;81;7.0;p100;6.2;1.2834729555445448;13.765211195629774;B;-1.2834729555445448;-13.765211195629774;319.67961073315314;1
406;81;8.0;p100;6.2;1.7125289981132241;14.593606432103456;V;-1.7125289981132241;-14.593606432103456;329.91790468255317;1
407;81;9.0;p100;6.2;0.34173097944285796;13.286670409609485;V;-0.34173097944285796;-13.286670409609485;297.2074154504715;1
408;81;10.0;p100;6.2;-0.6464843444682605;12.539036076628975;V;0.6464843444682605;-12.539036076628975;273.62625595687445;1
409;88;9.0;p100;6.0;0.5728774010790021;9.009880996140396;L;-0.5728774010790021;-9.009880996140396;279.6170138585319;0
410;88;10.0;p100;6.0;-0.7994406509943311;10.378889746496782;B;0.7994406509943311;-10.378889746496782;219.01599514017875;1
411;88;11.0;p100;6.0;0.5706844929618045;13.08497349991768;R;-0.5706844929618045;-13.08497349991768;279.5201759092991;0
412;88;12.0;p100;6.0;-0.7953714763360057;12.354673022957599;R;0.7953714763360057;-12.354673022957599;219.19568827273272;0
413;88;13.0;p100;6.0;0.020732121540636094;11.806469812973091;B;-0.020732121540636094;-11.806469812973091;255.23449818004048;1
414;88;14.0;p100;6.0;-0.24791819236323362;11.269502980931065;V;0.24791819236323362;-11.269502980931065;243.37100729541436;1
415;88;15.0;p100;6.0;-0.32168794855103866;10.655037497054451;B;0.32168794855103866;-10.655037497054451;240.11336423750126;1
416;88;16.0;p100;6.0;-0.07760795066504551;12.777369085415415;V;0.07760795066504551;-12.777369085415415;250.8918397507522;1
417;88;17.0;p100;6.0;0.2778846666449064;11.591702934130012;B;-0.2778846666449064;-11.591702934130012;266.59025217292265;1
418;88;18.0;p100;6.0;-0.39486739132979903;11.24074008370161;B;0.39486739132979903;-11.24074008370161;236.88178918466699;1
419;88;19.0;p100;6.0;0.15117687115921283;12.228886612260851;R;-0.15117687115921283;-12.228886612260851;260.9948863797024;0
420;88;20.0;p100;6.0;-0.1664420031292736;9.97085889614587;B;0.1664420031292736;-9.97085889614587;246.96896336792068;1
421;88;21.0;p100;6.0;-0.4537876335826553;11.414543043957423;B;0.4537876335826553;-11.414543043957423;234.2798947489998;1
422;88;22.0;p100;6.0;0.3969008466206552;4.864004959801093;B;-0.3969008466206552;-4.864004959801093;271.84595928804833;1
423;88;23.0;p100;6.0;0.18930567741411067;12.67231114254571;B;-0.18930567741411067;-12.67231114254571;262.67863928091253;1
