index;file;start_times;stop_times;check_timings;duration;phase;who;voc_type;category1_M;category2_M;category1_F;category2_F;agr_cat1;agr_cat2;"Garde (0;1)";"Langue entendue (F;Autre)";"Langue parlée (1;2)";"bababa (0;1;2)";"bodaga (0;1;2)";"imitation (0;1;2)";"pointer doigt (0;1)";pretend play score (x/7);social gesture score (x/7);words understood (x/139);words spoken (x/139);word spoken all;"combiner mots 0;1;2";sentiments (x/4);expressions (x/5);"Reco miroir (0;1;2)";"attire attention soi (0;1;2)";"aime/aime pas (0;1;2)";"reco photo (0;1;2)";"attire attention actions (0;1;2)";Unnamed: 34;coded;audio_order;BB;delete_group;merge_group;cond;BBvoc_NM;BBvoc_M;othersound_NM;othersound_M;f0m_NM;f0sd_NM;f0pNa_NM;f0c_NM;f0m_M;f0sd_M;f0pNa_M;f0c_M;f0cSD_NM;f0cSD_M;HNR_M;HNR_NM;RMSm_NM;RMSsd_NM;RMSm_M;RMSsd_M
976.0;BB56_6M_3004_p100_NM;163.261;163.511;2.905000000000001;0.25;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1288.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_163.26_to_163.51;/BB/BL/BB56_6M_3004_p100_163.26_to_163.51_BL;/other/BL/BB56_6M_3004_p100_NM_162.16_to_163.26;/other/BL/BB56_6M_3004_p100_162.16_to_163.26_BL;1280.751851851852;29.023537402629355;0.892;431.21310662415874;1275.59;40.059305746893365;0.892;432.1414240170032;215.9058186722128;219.46398633207818;8.992470531508044;13.628553517952277;483.52311426194456;;224.78702287302713;
977.0;BB56_6M_3004_p100_NM;166.416;166.991;0.7089999999999748;0.575;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1289.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_166.42_to_166.99;/BB/BL/BB56_6M_3004_p100_166.42_to_166.99_BL;/other/BL/BB56_6M_3004_p100_NM_163.51_to_166.42;/other/BL/BB56_6M_3004_p100_163.51_to_166.42_BL;1247.830253164557;129.18429325197397;0.8626086956521739;386.97570621468924;1248.524430379747;123.7871815963026;0.8626086956521739;388.93087005649716;324.65130880100145;328.227713171013;5.257478249313864;6.665934806092244;71.97107439360988;;68.89408830334202;
979.0;BB56_6M_3004_p100_NM;167.7;168.95;0.5300000000000011;0.916;BL;B;Gr;B;Cr;B;L;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1290.0;56;;1.0;p100;/BB/BL/BB56_6M_3004_p100_NM_167.7_to_168.95;/BB/BL/BB56_6M_3004_p100_167.7_to_168.95_BL;/other/BL/BB56_6M_3004_p100_NM_166.99_to_167.7;/other/BL/BB56_6M_3004_p100_166.99_to_167.7_BL;389.6016666666667;247.87651199659558;0.9328;431.21310662415874;389.90988095238095;250.68348001132443;0.9328;432.1414240170032;215.9058186722128;219.46398633207818;4.136416821935759;6.515351628218368;528.2606932713089;;420.94624784709805;
980.0;BB56_6M_3004_p100_NM;169.48;169.68;0.4699999999999988;0.916;BL;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1290.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_169.48_to_169.68;/BB/BL/BB56_6M_3004_p100_169.48_to_169.68_BL;/other/BL/BB56_6M_3004_p100_NM_168.95_to_169.48;/other/BL/BB56_6M_3004_p100_168.95_to_169.48_BL;;;1.0;431.21310662415874;;;1.0;432.1414240170032;215.9058186722128;219.46398633207818;2.9637349090534086;4.715182615302335;531.7726631809131;;475.61154891411667;
981.0;BB56_6M_3004_p100_NM;170.15;170.22;0.5;0.916;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1290.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_170.15_to_170.22;/BB/BL/BB56_6M_3004_p100_170.15_to_170.22_BL;/other/BL/BB56_6M_3004_p100_NM_169.68_to_170.15;/other/BL/BB56_6M_3004_p100_169.68_to_170.15_BL;365.6225;15.283213314304243;0.7142857142857143;431.21310662415874;356.87600000000003;17.81361998141044;0.7142857142857143;432.1414240170032;215.9058186722128;219.46398633207818;2.7831917847922365;5.42511370163176;109.70700735370916;;102.71394526801609;
982.0;BB56_6M_3004_p100_NM;170.72;172.35;3.030000000000001;0.916;BL;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1290.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_170.72_to_172.35;/BB/BL/BB56_6M_3004_p100_170.72_to_172.35_BL;/other/BL/BB56_6M_3004_p100_NM_170.22_to_170.72;/other/BL/BB56_6M_3004_p100_170.22_to_170.72_BL;363.860652173913;16.148925440986822;0.9717618170656844;431.21310662415874;364.3123913043478;15.818387779175442;0.9717618170656844;432.1414240170032;215.9058186722128;219.46398633207818;2.118200041160587;3.5582229001354206;479.4485296015371;;395.4656339776894;
983.0;BB56_6M_3004_p100_NM;175.38;175.68;3.477000000000004;0.611;BL;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1291.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_175.38_to_175.68;/BB/BL/BB56_6M_3004_p100_175.38_to_175.68_BL;/other/BL/BB56_6M_3004_p100_NM_172.35_to_175.38;/other/BL/BB56_6M_3004_p100_172.35_to_175.38_BL;327.9112831858407;20.599038200618928;0.24666666666666667;431.21310662415874;327.25654867256634;19.867272597914397;0.24666666666666667;432.1414240170032;215.9058186722128;219.46398633207818;18.348049712391354;19.65426809315004;805.4025474918084;;661.9373906374079;
984.0;BB56_6M_3004_p100_NM;179.157;179.6;0.4310000000000116;0.443;BL;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_179.16_to_179.6;/BB/BL/BB56_6M_3004_p100_179.16_to_179.6_BL;/other/BL/BB56_6M_3004_p100_NM_175.68_to_179.16;/other/BL/BB56_6M_3004_p100_175.68_to_179.16_BL;;;1.0;431.21310662415874;;;1.0;432.1414240170032;215.9058186722128;219.46398633207818;2.4781642283423095;3.122098980538334;553.0276640151878;;486.180070737405;
985.0;BB56_6M_3004_p100_NM;180.031;180.76;0.4399999999999977;0.729;BL;B;Cr;B;Cr;B;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1292.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_180.03_to_180.76;/BB/BL/BB56_6M_3004_p100_180.03_to_180.76_BL;/other/BL/BB56_6M_3004_p100_NM_179.6_to_180.03;/other/BL/BB56_6M_3004_p100_179.6_to_180.03_BL;294.0855972696246;92.79639731250195;0.598079561042524;431.21310662415874;290.4760409556314;90.91550498457917;0.598079561042524;432.1414240170032;215.9058186722128;219.46398633207818;13.719956545357935;12.919145900402707;1017.7553685950962;;1021.3776298096492;
986.0;BB56_6M_3004_p100_NM;181.2;181.5;0.3050000000000068;0.575;BL;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1293.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_181.2_to_181.5;/BB/BL/BB56_6M_3004_p100_181.2_to_181.5_BL;/other/BL/BB56_6M_3004_p100_NM_180.76_to_181.2;/other/BL/BB56_6M_3004_p100_180.76_to_181.2_BL;459.5582432432432;46.2387031500847;0.5066666666666667;431.21310662415874;457.80918918918917;43.658666850636436;0.5066666666666667;432.1414240170032;215.9058186722128;219.46398633207818;14.844839827769501;15.728683500792359;1010.7756238758626;;892.685621612842;
987.0;BB56_6M_3004_p100_NM;181.805;182.072;1.5840000000000032;0.267;BL;B;VS;B;VS;N;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1294.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_181.8_to_182.07;/BB/BL/BB56_6M_3004_p100_181.8_to_182.07_BL;/other/BL/BB56_6M_3004_p100_NM_181.5_to_181.8;/other/BL/BB56_6M_3004_p100_181.5_to_181.8_BL;1205.6256;85.67364589331456;0.8127340823970037;431.21310662415874;1259.731;25.447216378782393;0.8127340823970037;432.1414240170032;215.9058186722128;219.46398633207818;4.99679257746839;7.839404479218878;84.88310861677046;;55.77828702208764;
988.0;BB56_6M_3004_p100_NM;183.656;183.874;0.9819999999999992;0.218;BL;M;;M;;N;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1295.0;56;;;p100;/BB/BL/BB56_6M_3004_p100_NM_183.66_to_183.87;/BB/BL/BB56_6M_3004_p100_183.66_to_183.87_BL;/other/BL/BB56_6M_3004_p100_NM_182.07_to_183.66;/other/BL/BB56_6M_3004_p100_182.07_to_183.66_BL;251.644375;1.7924879125580357;0.926605504587156;386.97570621468924;246.77625;4.021084223606034;0.926605504587156;388.93087005649716;324.65130880100145;328.227713171013;2.939978460360088;3.9130384972937606;21.735311027950683;;21.230223462033884;
989.0;BB56_6M_3004_p100_NM;184.856;185.492;2.647999999999996;0.636;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1296.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_184.86_to_185.49;/BB/EXP/BB56_6M_3004_p100_184.86_to_185.49_EXP;/other/EXP/BB56_6M_3004_p100_NM_183.87_to_184.86;/other/EXP/BB56_6M_3004_p100_183.87_to_184.86_EXP;570.3738235294118;6.696622402695093;0.9465408805031447;1188.8539376770539;613.5488235294117;4.579890672709914;0.9465408805031447;1203.6158923512746;259.8992704363964;259.1965112488795;6.03168309599878;5.98372724378823;60.039692952926124;;59.29929936476303;
990.0;BB56_6M_3004_p100_NM;188.14;188.26;1.9399999999999975;0.668;EXP;B;Gr;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1298.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_188.14_to_188.26;/BB/EXP/BB56_6M_3004_p100_188.14_to_188.26_EXP;/other/EXP/BB56_6M_3004_p100_NM_185.49_to_188.14;/other/EXP/BB56_6M_3004_p100_185.49_to_188.14_EXP;422.74466666666666;3.954360956553251;0.75;429.5114511552493;455.1683333333333;5.507824580466906;0.75;454.42505742467233;200.10067035399538;212.1199162486484;4.962978150823031;3.8674533981410693;408.77609521999847;;345.01845834990587;
991.0;BB56_6M_3004_p100_NM;190.2;192.352;2.8479999999999848;0.341;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1297.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_190.2_to_192.35;/BB/EXP/BB56_6M_3004_p100_190.2_to_192.35_EXP;/other/EXP/BB56_6M_3004_p100_NM_188.26_to_190.2;/other/EXP/BB56_6M_3004_p100_188.26_to_190.2_EXP;1254.773448275862;171.7786090003193;0.8517657992565055;1188.8539376770539;1266.507053291536;182.1243737053853;0.8517657992565055;1203.6158923512746;259.8992704363964;259.1965112488795;8.30982960477844;11.082858256124137;145.44941360443306;;110.36708320443459;
992.0;BB56_6M_3004_p100_NM;195.2;195.52;0.549999999999983;0.668;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1298.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_195.2_to_195.52;/BB/EXP/BB56_6M_3004_p100_195.2_to_195.52_EXP;/other/EXP/BB56_6M_3004_p100_NM_192.35_to_195.2;/other/EXP/BB56_6M_3004_p100_192.35_to_195.2_EXP;352.3804739336493;18.346885599547644;0.340625;429.5114511552493;373.2138388625592;19.95717636656785;0.340625;454.42505742467233;200.10067035399538;212.1199162486484;13.43855660543135;14.440536098309305;729.1000514806315;;597.3055238606454;
993.0;BB56_6M_3004_p100_NM;196.07;196.36;0.6399999999999864;0.515;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1299.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_196.07_to_196.36;/BB/EXP/BB56_6M_3004_p100_196.07_to_196.36_EXP;/other/EXP/BB56_6M_3004_p100_NM_195.52_to_196.07;/other/EXP/BB56_6M_3004_p100_195.52_to_196.07_EXP;313.00589743589745;13.119619731967155;0.7310344827586207;429.5114511552493;329.9624358974359;14.480828991292535;0.7310344827586207;454.42505742467233;200.10067035399538;212.1199162486484;5.616710034970426;6.103833461457568;498.8423874930642;;393.14946786260344;
994.0;BB56_6M_3004_p100_NM;197.0;197.5;4.5;0.668;EXP;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1298.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_197.0_to_197.5;/BB/EXP/BB56_6M_3004_p100_197.0_to_197.5_EXP;/other/EXP/BB56_6M_3004_p100_NM_196.36_to_197.0;/other/EXP/BB56_6M_3004_p100_196.36_to_197.0_EXP;;;1.0;429.5114511552493;;;1.0;454.42505742467233;200.10067035399538;212.1199162486484;3.3800630551828204;2.085527413399179;534.5101315450719;;511.35607120779906;
995.0;BB56_6M_3004_p100_NM;202.0;203.011;0.5690000000000168;1.137;EXP;B;Gr;B;Gr;B;Gr;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1300.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_202.0_to_203.01;/BB/EXP/BB56_6M_3004_p100_202.0_to_203.01_EXP;/other/EXP/BB56_6M_3004_p100_NM_197.5_to_202.0;/other/EXP/BB56_6M_3004_p100_197.5_to_202.0_EXP;351.37886075949365;95.29857700645235;0.9217821782178218;429.5114511552493;371.5708860759494;101.00946277313635;0.9217821782178218;454.42505742467233;200.10067035399538;212.1199162486484;9.421271262078331;9.79676134369032;1003.6315138875609;;904.5045233650969;
996.0;BB56_6M_3004_p100_NM;203.58;205.193;0.6769999999999925;1.613;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1301.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_203.58_to_205.19;/BB/EXP/BB56_6M_3004_p100_203.58_to_205.19_EXP;/other/EXP/BB56_6M_3004_p100_NM_203.01_to_203.58;/other/EXP/BB56_6M_3004_p100_203.01_to_203.58_EXP;413.6678887070376;34.722837827456665;0.24193548387096775;429.5114511552493;438.0258592471358;36.89680605874231;0.24193548387096775;454.42505742467233;200.10067035399538;212.1199162486484;14.467538298862058;14.22599243703909;878.2442457665611;;846.9484021076997;
997.0;BB56_6M_3004_p100_NM;205.87;209.0;5.491000000000014;2.798;EXP;B;pB;B;pB;B;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1302.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_205.87_to_209.0;/BB/EXP/BB56_6M_3004_p100_205.87_to_209.0_EXP;/other/EXP/BB56_6M_3004_p100_NM_205.19_to_205.87;/other/EXP/BB56_6M_3004_p100_205.19_to_205.87_EXP;480.06235103626943;393.04466897734875;0.5067092651757189;429.5114511552493;508.29347150259065;416.1597139143621;0.5067092651757189;454.42505742467233;200.10067035399538;212.1199162486484;8.28835707983817;8.517095794526755;952.922841697035;;862.7334127457827;
998.0;BB56_6M_3004_p100_NM;214.491;215.085;1.6949999999999932;0.594;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1303.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_214.49_to_215.08;/BB/EXP/BB56_6M_3004_p100_214.49_to_215.08_EXP;/other/EXP/BB56_6M_3004_p100_NM_209.0_to_214.49;/other/EXP/BB56_6M_3004_p100_209.0_to_214.49_EXP;808.7647272727272;444.8750336178671;0.9072512647554806;429.5114511552493;860.3778181818182;468.30815682700535;0.9072512647554806;454.42505742467233;200.10067035399538;212.1199162486484;3.911624475913487;5.311346883211646;154.42727463300443;;123.7679199281625;
999.0;BB56_6M_3004_p100_NM;216.78;217.24;0.6599999999999966;0.953;EXP;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1304.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_216.78_to_217.24;/BB/EXP/BB56_6M_3004_p100_216.78_to_217.24_EXP;/other/EXP/BB56_6M_3004_p100_NM_215.08_to_216.78;/other/EXP/BB56_6M_3004_p100_215.08_to_216.78_EXP;406.2266666666667;14.803950793315614;0.9021739130434783;429.5114511552493;435.0568888888889;10.39835297758565;0.9021739130434783;454.42505742467233;200.10067035399538;212.1199162486484;2.213017969422849;3.507717321932882;1063.8533279208575;;946.1095067816154;
1000.0;BB56_6M_3004_p100_NM;217.9;218.5;0.5999999999999943;0.953;EXP;B;R;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1304.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_217.9_to_218.5;/BB/EXP/BB56_6M_3004_p100_217.9_to_218.5_EXP;/other/EXP/BB56_6M_3004_p100_NM_217.24_to_217.9;/other/EXP/BB56_6M_3004_p100_217.24_to_217.9_EXP;467.62224669603523;167.03042109856378;0.6216666666666667;429.5114511552493;494.441013215859;177.41745300388223;0.6216666666666667;454.42505742467233;200.10067035399538;212.1199162486484;5.0353407844707405;5.773244943963101;789.1319226643731;;621.9418535295612;
1001.0;BB56_6M_3004_p100_NM;219.1;219.78;8.49199999999999;0.979;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1305.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_219.1_to_219.78;/BB/EXP/BB56_6M_3004_p100_219.1_to_219.78_EXP;/other/EXP/BB56_6M_3004_p100_NM_218.5_to_219.1;/other/EXP/BB56_6M_3004_p100_218.5_to_219.1_EXP;353.62174515235455;15.16905142428664;0.46911764705882353;429.5114511552493;374.14415512465376;16.038100362653253;0.46911764705882353;454.42505742467233;200.10067035399538;212.1199162486484;6.463152328533536;6.57149939938666;334.10846263649245;;306.08142940740476;
1002.0;BB56_6M_3004_p100_NM;228.272;229.011;0.5699999999999932;0.739;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1306.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_228.27_to_229.01;/BB/EXP/BB56_6M_3004_p100_228.27_to_229.01_EXP;/other/EXP/BB56_6M_3004_p100_NM_219.78_to_228.27;/other/EXP/BB56_6M_3004_p100_219.78_to_228.27_EXP;331.33588235294116;11.321567943318945;0.7009472259810555;429.5114511552493;352.5233936651584;12.674173660485385;0.7009472259810555;454.42505742467233;200.10067035399538;212.1199162486484;2.9855981849749016;2.5671452366638348;184.52710299384893;;158.09336548024638;
1003.0;BB56_6M_3004_p100_NM;229.581;230.2;9.511000000000024;0.619;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1307.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_229.58_to_230.2;/BB/EXP/BB56_6M_3004_p100_229.58_to_230.2_EXP;/other/EXP/BB56_6M_3004_p100_NM_229.01_to_229.58;/other/EXP/BB56_6M_3004_p100_229.01_to_229.58_EXP;412.64611320754716;63.38686759054812;0.5718901453957996;429.5114511552493;436.0340377358491;65.913280418508;0.5718901453957996;454.42505742467233;200.10067035399538;212.1199162486484;10.043620994012631;8.936468722085745;330.2294771384791;;299.17214092072635;
1004.0;BB56_6M_3004_p100_NM;239.711;240.486;10.414000000000016;0.775;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1308.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_239.71_to_240.49;/BB/EXP/BB56_6M_3004_p100_239.71_to_240.49_EXP;/other/EXP/BB56_6M_3004_p100_NM_230.2_to_239.71;/other/EXP/BB56_6M_3004_p100_230.2_to_239.71_EXP;771.2181153846153;511.526546732684;0.6640826873385013;429.5114511552493;820.5798461538462;544.6944703353212;0.6640826873385013;454.42505742467233;200.10067035399538;212.1199162486484;3.6373835512311863;5.337263288635546;130.57039655457748;;115.80141515387551;
1005.0;BB56_6M_3004_p100_NM;250.9;251.554;0.8659999999999854;0.766;EXP;B;pB;B;pB;B;B;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1309.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_250.9_to_251.55;/BB/EXP/BB56_6M_3004_p100_250.9_to_251.55_EXP;/other/EXP/BB56_6M_3004_p100_NM_240.49_to_250.9;/other/EXP/BB56_6M_3004_p100_240.49_to_250.9_EXP;568.2764788732394;344.41498661771783;0.6738131699846861;429.5114511552493;600.887323943662;361.8625336678583;0.6738131699846861;454.42505742467233;200.10067035399538;212.1199162486484;3.870130245762423;3.965793671802567;622.89908351824;;530.6110233602055;
1006.0;BB56_6M_3004_p100_NM;252.42;253.457;0.6430000000000007;1.186;EXP;B;S;B;S;B;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1310.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_252.42_to_253.46;/BB/EXP/BB56_6M_3004_p100_252.42_to_253.46_EXP;/other/EXP/BB56_6M_3004_p100_NM_251.55_to_252.42;/other/EXP/BB56_6M_3004_p100_251.55_to_252.42_EXP;620.801251778094;108.12013733741288;0.32142857142857145;429.5114511552493;657.802759601707;114.28751853399672;0.32142857142857145;454.42505742467233;200.10067035399538;212.1199162486484;14.194599882838578;14.651926337289416;4743.031541146407;;4123.443509200407;
1012.0;BB56_6M_3004_p100_NM;254.1;268.2;0.4700000000000273;2.901;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1316.0;56;;1.0;p100;/BB/EXP/BB56_6M_3004_p100_NM_254.1_to_268.2;/BB/EXP/BB56_6M_3004_p100_254.1_to_268.2_EXP;/other/EXP/BB56_6M_3004_p100_NM_253.46_to_254.1;/other/EXP/BB56_6M_3004_p100_253.46_to_254.1_EXP;404.3993280313508;128.17753897938127;0.38468085106382977;429.5114511552493;427.3508206546796;135.7098578356426;0.38468085106382977;454.42505742467233;200.10067035399538;212.1199162486484;12.44773016435746;13.078123488954516;889.3980337183059;;804.139148016679;
1013.0;BB56_6M_3004_p100_NM;268.67;270.86;;2.496;EXP;B;pB;B;Gr;B;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1317.0;56;;;p100;/BB/EXP/BB56_6M_3004_p100_NM_268.67_to_270.86;/BB/EXP/BB56_6M_3004_p100_268.67_to_270.86_EXP;/other/EXP/BB56_6M_3004_p100_NM_268.2_to_268.67;/other/EXP/BB56_6M_3004_p100_268.2_to_268.67_EXP;369.28790849673203;66.52860510405617;0.7205479452054795;429.5114511552493;391.6709803921569;70.30883021526219;0.7205479452054795;454.42505742467233;200.10067035399538;212.1199162486484;7.422426845717767;9.122841936899519;2416.217132264309;;2165.2884054152023;
1014.0;BB58_6M_0305_p100_NM;8.04;8.42;10.33;0.3800000000000008;BL;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;p100;/BB/BL/BB58_6M_0305_p100_NM_8.04_to_8.42;/BB/BL/BB58_6M_0305_p100_8.04_to_8.42_BL;none;none;1123.772213114754;52.06009443183644;0.6789473684210526;422.50437191084586;1133.7808196721312;37.42991236722902;0.6789473684210526;422.5050498927539;198.85844625594203;197.14884914381938;1.9447303229957031;1.8571432013679718;235.15536765644285;;201.22366211995717;
1015.0;BB58_6M_0305_p100_NM;18.75;22.96;6.629999999999999;4.210000000000001;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;p100;/BB/BL/BB58_6M_0305_p100_NM_18.75_to_22.96;/BB/BL/BB58_6M_0305_p100_18.75_to_22.96_BL;/other/BL/BB58_6M_0305_p100_NM_8.42_to_18.75;/other/BL/BB58_6M_0305_p100_8.42_to_18.75_BL;392.8075278121137;54.00472356329626;0.8078384798099763;422.50437191084586;393.21546353522865;54.27811367232402;0.8078384798099763;422.5050498927539;198.85844625594203;197.14884914381938;14.148091844607968;15.370030681600257;268.33609091884614;;244.12051544527245;
1016.0;BB58_6M_0305_p100_NM;29.59;29.85;6.509999999999998;0.2600000000000015;BL;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;p100;/BB/BL/BB58_6M_0305_p100_NM_29.59_to_29.85;/BB/BL/BB58_6M_0305_p100_29.59_to_29.85_BL;/other/BL/BB58_6M_0305_p100_NM_22.96_to_29.59;/other/BL/BB58_6M_0305_p100_22.96_to_29.59_BL;;;1.0;422.50437191084586;;;1.0;422.5050498927539;198.85844625594203;197.14884914381938;2.6383586052504024;6.0193427323863755;164.60548077049893;;145.73354478530925;
1017.0;BB58_6M_0305_p100_NM;36.36;37.73;23.42;1.3699999999999974;BL;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;p100;/BB/BL/BB58_6M_0305_p100_NM_36.36_to_37.73;/BB/BL/BB58_6M_0305_p100_36.36_to_37.73_BL;/other/BL/BB58_6M_0305_p100_NM_29.85_to_36.36;/other/BL/BB58_6M_0305_p100_29.85_to_36.36_BL;967.0296666666667;99.25654552922688;0.956172388604821;422.50437191084586;953.3853333333334;96.85942200989217;0.956172388604821;422.5050498927539;198.85844625594203;197.14884914381938;4.072166318494816;4.9487130113017095;204.0001891492543;;209.92098322279378;
1018.0;BB58_6M_0305_p100_NM;61.15;61.59;1.4209999999999994;0.4400000000000048;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;p100;/BB/BL/BB58_6M_0305_p100_NM_61.15_to_61.59;/BB/BL/BB58_6M_0305_p100_61.15_to_61.59_BL;/other/BL/BB58_6M_0305_p100_NM_37.73_to_61.15;/other/BL/BB58_6M_0305_p100_37.73_to_61.15_BL;498.77507246376814;308.716505326551;0.5295454545454545;422.50437191084586;495.84618357487926;304.17347236041377;0.5295454545454545;422.5050498927539;198.85844625594203;197.14884914381938;5.607579352522867;6.712195094665312;327.3882565250007;;257.33304344413165;
1022.0;BB58_6M_0305_p100_NM;71.49;72.42;10.22;0.2600000000000051;BL;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;1.0;p100;/BB/BL/BB58_6M_0305_p100_NM_71.49_to_72.42;/BB/BL/BB58_6M_0305_p100_71.49_to_72.42_BL;/other/BL/BB58_6M_0305_p100_NM_69.72_to_71.49;/other/BL/BB58_6M_0305_p100_69.72_to_71.49_BL;742.2988648648649;290.65677560989946;0.8010752688172043;422.50437191084586;740.5181081081081;287.0121386904053;0.8010752688172043;422.5050498927539;198.85844625594203;197.14884914381938;7.974083361066177;6.082156667383628;1160.7014416973066;;1094.6793758502024;
1023.0;BB58_6M_0305_p100_NM;82.64;83.36;1.4399999999999975;0.7199999999999989;BL;B;Gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;p100;/BB/BL/BB58_6M_0305_p100_NM_82.64_to_83.36;/BB/BL/BB58_6M_0305_p100_82.64_to_83.36_BL;/other/BL/BB58_6M_0305_p100_NM_72.42_to_82.64;/other/BL/BB58_6M_0305_p100_72.42_to_82.64_BL;382.96008733624456;112.86650078546211;0.3638888888888889;422.50437191084586;383.7205895196507;113.92640752520546;0.3638888888888889;422.5050498927539;198.85844625594203;197.14884914381938;8.244800244621972;9.20484132654344;1212.3624168053282;;990.7189665604793;
