;index;file;start_times;stop_times;check_timings;duration;phase;who;voc_type;category1_M;category2_M;category1_F;category2_F;agr_cat1;agr_cat2;"Garde (0;1)";"Langue entendue (F;Autre)";"Langue parlée (1;2)";"bababa (0;1;2)";"bodaga (0;1;2)";"imitation (0;1;2)";"pointer doigt (0;1)";pretend play score (x/7);social gesture score (x/7);words understood (x/139);words spoken (x/139);word spoken all;"combiner mots 0;1;2";sentiments (x/4);expressions (x/5);"Reco miroir (0;1;2)";"attire attention soi (0;1;2)";"aime/aime pas (0;1;2)";"reco photo (0;1;2)";"attire attention actions (0;1;2)";Unnamed: 34;coded;audio_order;BB;delete_group;merge_group;cond;BBvoc_NM;BBvoc_M;othersound_NM;othersound_M
3528;3528;BB131_6M_1701_neutre_NM;81.434565;82.664503;;1.229938;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_81.43_to_82.66;/BB/EXP/BB131_6M_1701_neutre_81.43_to_82.66_EXP;/other/EXP/BB131_6M_1701_neutre_NM_74.93_to_81.43;/other/EXP/BB131_6M_1701_neutre_74.93_to_81.43_EXP
3529;3529;BB131_6M_1701_neutre_NM;84.049621;84.446189;;0.396568;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_84.05_to_84.45;/BB/EXP/BB131_6M_1701_neutre_84.05_to_84.45_EXP;/other/EXP/BB131_6M_1701_neutre_NM_82.66_to_84.05;/other/EXP/BB131_6M_1701_neutre_82.66_to_84.05_EXP
3530;3530;BB131_6M_1701_neutre_NM;92.682179;93.113232;;0.431053;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_92.68_to_93.11;/BB/EXP/BB131_6M_1701_neutre_92.68_to_93.11_EXP;/other/EXP/BB131_6M_1701_neutre_NM_84.45_to_92.68;/other/EXP/BB131_6M_1701_neutre_84.45_to_92.68_EXP
3531;3531;BB131_6M_1701_neutre_NM;94.113275;94.527086;;0.413811;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_94.11_to_94.53;/BB/EXP/BB131_6M_1701_neutre_94.11_to_94.53_EXP;/other/EXP/BB131_6M_1701_neutre_NM_93.11_to_94.11;/other/EXP/BB131_6M_1701_neutre_93.11_to_94.11_EXP
3532;3532;BB131_6M_1701_neutre_NM;101.056105;101.763032;;0.706927;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_101.06_to_101.76;/BB/EXP/BB131_6M_1701_neutre_101.06_to_101.76_EXP;/other/EXP/BB131_6M_1701_neutre_NM_94.53_to_101.06;/other/EXP/BB131_6M_1701_neutre_94.53_to_101.06_EXP
3533;3533;BB131_6M_1701_neutre_NM;105.757458;106.021837;;0.264379;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_105.76_to_106.02;/BB/EXP/BB131_6M_1701_neutre_105.76_to_106.02_EXP;/other/EXP/BB131_6M_1701_neutre_NM_101.76_to_105.76;/other/EXP/BB131_6M_1701_neutre_101.76_to_105.76_EXP
3534;3534;BB131_6M_1701_neutre_NM;114.522206;114.792333;;0.270127;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_114.52_to_114.79;/BB/EXP/BB131_6M_1701_neutre_114.52_to_114.79_EXP;/other/EXP/BB131_6M_1701_neutre_NM_106.02_to_114.52;/other/EXP/BB131_6M_1701_neutre_106.02_to_114.52_EXP
3535;3535;BB131_6M_1701_neutre_NM;122.8559;123.12028;;0.26438;EXP;B;VS;;;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_122.86_to_123.12;/BB/EXP/BB131_6M_1701_neutre_122.86_to_123.12_EXP;/other/EXP/BB131_6M_1701_neutre_NM_114.79_to_122.86;/other/EXP/BB131_6M_1701_neutre_114.79_to_122.86_EXP
3536;3536;BB131_6M_1701_neutre_NM;142.224556;143.2246;;1.000044;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_142.22_to_143.22;/BB/EXP/BB131_6M_1701_neutre_142.22_to_143.22_EXP;/other/EXP/BB131_6M_1701_neutre_NM_123.12_to_142.22;/other/EXP/BB131_6M_1701_neutre_123.12_to_142.22_EXP
3537;3537;BB131_6M_1701_neutre_NM;143.914285;144.914328;;1.000043;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_143.91_to_144.91;/BB/EXP/BB131_6M_1701_neutre_143.91_to_144.91_EXP;/other/EXP/BB131_6M_1701_neutre_NM_143.22_to_143.91;/other/EXP/BB131_6M_1701_neutre_143.22_to_143.91_EXP
3538;3538;BB131_6M_1701_neutre_NM;145.368371;145.575276;;0.206905;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_145.37_to_145.58;/BB/EXP/BB131_6M_1701_neutre_145.37_to_145.58_EXP;/other/EXP/BB131_6M_1701_neutre_NM_144.91_to_145.37;/other/EXP/BB131_6M_1701_neutre_144.91_to_145.37_EXP
3539;3539;BB131_6M_1701_neutre_NM;146.621298;146.839699;;0.218401;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_146.62_to_146.84;/BB/EXP/BB131_6M_1701_neutre_146.62_to_146.84_EXP;/other/EXP/BB131_6M_1701_neutre_NM_145.58_to_146.62;/other/EXP/BB131_6M_1701_neutre_145.58_to_146.62_EXP
3540;3540;BB131_6M_1701_neutre_NM;158.886198;159.794283;;0.908085;EXP;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_158.89_to_159.79;/BB/EXP/BB131_6M_1701_neutre_158.89_to_159.79_EXP;/other/EXP/BB131_6M_1701_neutre_NM_146.84_to_158.89;/other/EXP/BB131_6M_1701_neutre_146.84_to_158.89_EXP
3541;3541;BB131_6M_1701_neutre_NM;165.817533;166.012944;;0.195411;EXP;B;VS;;;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_165.82_to_166.01;/BB/EXP/BB131_6M_1701_neutre_165.82_to_166.01_EXP;/other/EXP/BB131_6M_1701_neutre_NM_159.79_to_165.82;/other/EXP/BB131_6M_1701_neutre_159.79_to_165.82_EXP
3542;3542;BB131_6M_1701_neutre_NM;185.996569;186.76097;;0.764401;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;131;;;neutre;/BB/EXP/BB131_6M_1701_neutre_NM_186.0_to_186.76;/BB/EXP/BB131_6M_1701_neutre_186.0_to_186.76_EXP;/other/EXP/BB131_6M_1701_neutre_NM_166.01_to_186.0;/other/EXP/BB131_6M_1701_neutre_166.01_to_186.0_EXP
3543;3543;BB133_3M_2301_m100_NM;1.844756;2.838086;;0.99333;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_1.84_to_2.84;/BB/BL/BB133_3M_2301_m100_1.84_to_2.84_BL;none;none
3544;3544;BB133_3M_2301_m100_NM;4.588238;5.127475;;0.539237;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_4.59_to_5.13;/BB/BL/BB133_3M_2301_m100_4.59_to_5.13_BL;/other/BL/BB133_3M_2301_m100_NM_2.84_to_4.59;/other/BL/BB133_3M_2301_m100_2.84_to_4.59_BL
3545;3545;BB133_3M_2301_m100_NM;5.572108;6.432994;;0.860886;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_5.57_to_6.43;/BB/BL/BB133_3M_2301_m100_5.57_to_6.43_BL;/other/BL/BB133_3M_2301_m100_NM_5.13_to_5.57;/other/BL/BB133_3M_2301_m100_5.13_to_5.57_BL
3546;3546;BB133_3M_2301_m100_NM;15.505408;18.447557;;2.942149;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_15.51_to_18.45;/BB/BL/BB133_3M_2301_m100_15.51_to_18.45_BL;/other/BL/BB133_3M_2301_m100_NM_6.43_to_15.51;/other/BL/BB133_3M_2301_m100_6.43_to_15.51_BL
3547;3547;BB133_3M_2301_m100_NM;19.923361;20.661263;;0.737902;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_19.92_to_20.66;/BB/BL/BB133_3M_2301_m100_19.92_to_20.66_BL;/other/BL/BB133_3M_2301_m100_NM_18.45_to_19.92;/other/BL/BB133_3M_2301_m100_18.45_to_19.92_BL
3548;3548;BB133_3M_2301_m100_NM;21.077516;21.938402;;0.860886;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_21.08_to_21.94;/BB/BL/BB133_3M_2301_m100_21.08_to_21.94_BL;/other/BL/BB133_3M_2301_m100_NM_20.66_to_21.08;/other/BL/BB133_3M_2301_m100_20.66_to_21.08_BL
3549;3549;BB133_3M_2301_m100_NM;22.20329;22.799288;;0.595998;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_22.2_to_22.8;/BB/BL/BB133_3M_2301_m100_22.2_to_22.8_BL;/other/BL/BB133_3M_2301_m100_NM_21.94_to_22.2;/other/BL/BB133_3M_2301_m100_21.94_to_22.2_BL
3550;3550;BB133_3M_2301_m100_NM;24.360235;24.937313;;0.577078;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_24.36_to_24.94;/BB/BL/BB133_3M_2301_m100_24.36_to_24.94_BL;/other/BL/BB133_3M_2301_m100_NM_22.8_to_24.36;/other/BL/BB133_3M_2301_m100_22.8_to_24.36_BL
3551;3551;BB133_3M_2301_m100_NM;27.406447;27.974064;;0.567617;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_27.41_to_27.97;/BB/BL/BB133_3M_2301_m100_27.41_to_27.97_BL;/other/BL/BB133_3M_2301_m100_NM_24.94_to_27.41;/other/BL/BB133_3M_2301_m100_24.94_to_27.41_BL
3552;3552;BB133_3M_2301_m100_NM;29.572852;30.14993;;0.577078;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_29.57_to_30.15;/BB/BL/BB133_3M_2301_m100_29.57_to_30.15_BL;/other/BL/BB133_3M_2301_m100_NM_27.97_to_29.57;/other/BL/BB133_3M_2301_m100_27.97_to_29.57_BL
3553;3553;BB133_3M_2301_m100_NM;31.568973;34.14217;;2.573197;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_31.57_to_34.14;/BB/BL/BB133_3M_2301_m100_31.57_to_34.14_BL;/other/BL/BB133_3M_2301_m100_NM_30.15_to_31.57;/other/BL/BB133_3M_2301_m100_30.15_to_31.57_BL
3554;3554;BB133_3M_2301_m100_NM;34.671946;35.163881;;0.491935;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_34.67_to_35.16;/BB/BL/BB133_3M_2301_m100_34.67_to_35.16_BL;/other/BL/BB133_3M_2301_m100_NM_34.14_to_34.67;/other/BL/BB133_3M_2301_m100_34.14_to_34.67_BL
3555;3555;BB133_3M_2301_m100_NM;36.734289;37.226223;;0.491934;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_36.73_to_37.23;/BB/BL/BB133_3M_2301_m100_36.73_to_37.23_BL;/other/BL/BB133_3M_2301_m100_NM_35.16_to_36.73;/other/BL/BB133_3M_2301_m100_35.16_to_36.73_BL
3556;3556;BB133_3M_2301_m100_NM;39.525073;40.08323;;0.558157;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_39.53_to_40.08;/BB/BL/BB133_3M_2301_m100_39.53_to_40.08_BL;/other/BL/BB133_3M_2301_m100_NM_37.23_to_39.53;/other/BL/BB133_3M_2301_m100_37.23_to_39.53_BL
3557;3557;BB133_3M_2301_m100_NM;43.763281;44.141692;;0.378411;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_43.76_to_44.14;/BB/BL/BB133_3M_2301_m100_43.76_to_44.14_BL;/other/BL/BB133_3M_2301_m100_NM_40.08_to_43.76;/other/BL/BB133_3M_2301_m100_40.08_to_43.76_BL
3558;3558;BB133_3M_2301_m100_NM;45.106641;45.617497;;0.510856;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_45.11_to_45.62;/BB/BL/BB133_3M_2301_m100_45.11_to_45.62_BL;/other/BL/BB133_3M_2301_m100_NM_44.14_to_45.11;/other/BL/BB133_3M_2301_m100_44.14_to_45.11_BL
3559;3559;BB133_3M_2301_m100_NM;49.06104;49.496214;;0.435174;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_49.06_to_49.5;/BB/BL/BB133_3M_2301_m100_49.06_to_49.5_BL;/other/BL/BB133_3M_2301_m100_NM_45.62_to_49.06;/other/BL/BB133_3M_2301_m100_45.62_to_49.06_BL
3560;3560;BB133_3M_2301_m100_NM;50.063831;50.640908;;0.577077;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_50.06_to_50.64;/BB/BL/BB133_3M_2301_m100_50.06_to_50.64_BL;/other/BL/BB133_3M_2301_m100_NM_49.5_to_50.06;/other/BL/BB133_3M_2301_m100_49.5_to_50.06_BL
3561;3561;BB133_3M_2301_m100_NM;98.74646;102.511653;;3.765193;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_98.75_to_102.51;/BB/BL/BB133_3M_2301_m100_98.75_to_102.51_BL;/other/BL/BB133_3M_2301_m100_NM_50.64_to_98.75;/other/BL/BB133_3M_2301_m100_50.64_to_98.75_BL
3562;3562;BB133_3M_2301_m100_NM;110.146104;113.570727;;3.424623;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_110.15_to_113.57;/BB/BL/BB133_3M_2301_m100_110.15_to_113.57_BL;/other/BL/BB133_3M_2301_m100_NM_102.51_to_110.15;/other/BL/BB133_3M_2301_m100_102.51_to_110.15_BL
3563;3563;BB133_3M_2301_m100_NM;115.112754;117.014271;;1.901517;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_115.11_to_117.01;/BB/BL/BB133_3M_2301_m100_115.11_to_117.01_BL;/other/BL/BB133_3M_2301_m100_NM_113.57_to_115.11;/other/BL/BB133_3M_2301_m100_113.57_to_115.11_BL
3564;3564;BB133_3M_2301_m100_NM;117.685951;118.849566;;1.163615;BL;B;R;;;B;R;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_117.69_to_118.85;/BB/BL/BB133_3M_2301_m100_117.69_to_118.85_BL;/other/BL/BB133_3M_2301_m100_NM_117.01_to_117.69;/other/BL/BB133_3M_2301_m100_117.01_to_117.69_BL
3565;3565;BB133_3M_2301_m100_NM;119.246898;120.003721;;0.756823;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_119.25_to_120.0;/BB/BL/BB133_3M_2301_m100_119.25_to_120.0_BL;/other/BL/BB133_3M_2301_m100_NM_118.85_to_119.25;/other/BL/BB133_3M_2301_m100_118.85_to_119.25_BL
3566;3566;BB133_3M_2301_m100_NM;121.779832;122.397174;;0.617342;BL;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_121.78_to_122.4;/BB/BL/BB133_3M_2301_m100_121.78_to_122.4_BL;/other/BL/BB133_3M_2301_m100_NM_120.0_to_121.78;/other/BL/BB133_3M_2301_m100_120.0_to_121.78_BL
3567;3567;BB133_3M_2301_m100_NM;122.865501;123.935204;;1.069703;BL;B;R;;;B;R;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_122.87_to_123.94;/BB/BL/BB133_3M_2301_m100_122.87_to_123.94_BL;/other/BL/BB133_3M_2301_m100_NM_122.4_to_122.87;/other/BL/BB133_3M_2301_m100_122.4_to_122.87_BL
3568;3568;BB133_3M_2301_m100_NM;124.50997;124.73349;;0.22352;BL;B;R;;;B;R;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_124.51_to_124.73;/BB/BL/BB133_3M_2301_m100_124.51_to_124.73_BL;/other/BL/BB133_3M_2301_m100_NM_123.94_to_124.51;/other/BL/BB133_3M_2301_m100_123.94_to_124.51_BL
3569;3569;BB133_3M_2301_m100_NM;125.276324;125.776584;;0.50026;BL;B;pB;;;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_125.28_to_125.78;/BB/BL/BB133_3M_2301_m100_125.28_to_125.78_BL;/other/BL/BB133_3M_2301_m100_NM_124.73_to_125.28;/other/BL/BB133_3M_2301_m100_124.73_to_125.28_BL
3570;3570;BB133_3M_2301_m100_NM;128.955095;129.790634;;0.835539;BL;M;;;;M;;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_128.96_to_129.79;/BB/BL/BB133_3M_2301_m100_128.96_to_129.79_BL;/other/BL/BB133_3M_2301_m100_NM_125.78_to_128.96;/other/BL/BB133_3M_2301_m100_125.78_to_128.96_BL
3571;3571;BB133_3M_2301_m100_NM;130.349434;130.67407;;0.324636;BL;B;VS;;;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_130.35_to_130.67;/BB/BL/BB133_3M_2301_m100_130.35_to_130.67_BL;/other/BL/BB133_3M_2301_m100_NM_129.79_to_130.35;/other/BL/BB133_3M_2301_m100_129.79_to_130.35_BL
3572;3572;BB133_3M_2301_m100_NM;133.345667;133.782063;;0.436396;BL;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_133.35_to_133.78;/BB/BL/BB133_3M_2301_m100_133.35_to_133.78_BL;/other/BL/BB133_3M_2301_m100_NM_130.67_to_133.35;/other/BL/BB133_3M_2301_m100_130.67_to_133.35_BL
3573;3573;BB133_3M_2301_m100_NM;136.53881;136.847481;;0.308671;BL;B;Cr;;;B;Cr;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_136.54_to_136.85;/BB/BL/BB133_3M_2301_m100_136.54_to_136.85_BL;/other/BL/BB133_3M_2301_m100_NM_133.78_to_136.54;/other/BL/BB133_3M_2301_m100_133.78_to_136.54_BL
3574;3574;BB133_3M_2301_m100_NM;137.118898;137.379672;;0.260774;BL;B;VS;;;B;VS;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_137.12_to_137.38;/BB/BL/BB133_3M_2301_m100_137.12_to_137.38_BL;/other/BL/BB133_3M_2301_m100_NM_136.85_to_137.12;/other/BL/BB133_3M_2301_m100_136.85_to_137.12_BL
3575;3575;BB133_3M_2301_m100_NM;139.35942;140.008693;;0.649273;BL;B;pB;;;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_139.36_to_140.01;/BB/BL/BB133_3M_2301_m100_139.36_to_140.01_BL;/other/BL/BB133_3M_2301_m100_NM_137.38_to_139.36;/other/BL/BB133_3M_2301_m100_137.38_to_139.36_BL
3576;3576;BB133_3M_2301_m100_NM;141.674449;142.605783;;0.931334;BL;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_141.67_to_142.61;/BB/BL/BB133_3M_2301_m100_141.67_to_142.61_BL;/other/BL/BB133_3M_2301_m100_NM_140.01_to_141.67;/other/BL/BB133_3M_2301_m100_140.01_to_141.67_BL
3577;3577;BB133_3M_2301_m100_NM;143.116686;144.303471;;1.186785;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_143.12_to_144.3;/BB/BL/BB133_3M_2301_m100_143.12_to_144.3_BL;/other/BL/BB133_3M_2301_m100_NM_142.61_to_143.12;/other/BL/BB133_3M_2301_m100_142.61_to_143.12_BL
3578;3578;BB133_3M_2301_m100_NM;144.303471;145.745707;;1.442236;BL;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_144.3_to_145.75;/BB/BL/BB133_3M_2301_m100_144.3_to_145.75_BL;/other/BL/BB133_3M_2301_m100_NM_144.3_to_144.3;/other/BL/BB133_3M_2301_m100_144.3_to_144.3_BL
3579;3579;BB133_3M_2301_m100_NM;147.560477;147.879791;;0.319314;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_147.56_to_147.88;/BB/BL/BB133_3M_2301_m100_147.56_to_147.88_BL;/other/BL/BB133_3M_2301_m100_NM_145.75_to_147.56;/other/BL/BB133_3M_2301_m100_145.75_to_147.56_BL
3580;3580;BB133_3M_2301_m100_NM;150.428984;150.923921;;0.494937;BL;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_150.43_to_150.92;/BB/BL/BB133_3M_2301_m100_150.43_to_150.92_BL;/other/BL/BB133_3M_2301_m100_NM_147.88_to_150.43;/other/BL/BB133_3M_2301_m100_147.88_to_150.43_BL
3581;3581;BB133_3M_2301_m100_NM;151.434824;151.716885;;0.282061;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_151.43_to_151.72;/BB/BL/BB133_3M_2301_m100_151.43_to_151.72_BL;/other/BL/BB133_3M_2301_m100_NM_150.92_to_151.43;/other/BL/BB133_3M_2301_m100_150.92_to_151.43_BL
3582;3582;BB133_3M_2301_m100_NM;152.100062;155.27724;;3.177178;BL;B;pB;;;B;pB;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/BL/BB133_3M_2301_m100_NM_152.1_to_155.28;/BB/BL/BB133_3M_2301_m100_152.1_to_155.28_BL;/other/BL/BB133_3M_2301_m100_NM_151.72_to_152.1;/other/BL/BB133_3M_2301_m100_151.72_to_152.1_BL
3584;3584;BB133_3M_2301_m100_NM;156.432094;158.103172;;0.532191;BL;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;133;;1.0;m100;/BB/BL/BB133_3M_2301_m100_NM_156.43_to_158.1;/BB/BL/BB133_3M_2301_m100_156.43_to_158.1_BL;/other/BL/BB133_3M_2301_m100_NM_155.28_to_156.43;/other/BL/BB133_3M_2301_m100_155.28_to_156.43_BL
3585;3585;BB133_3M_2301_m100_NM;159.673134;160.019058;;0.345924;EXP;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/EXP/BB133_3M_2301_m100_NM_159.67_to_160.02;/BB/EXP/BB133_3M_2301_m100_159.67_to_160.02_EXP;/other/EXP/BB133_3M_2301_m100_NM_158.1_to_159.67;/other/EXP/BB133_3M_2301_m100_158.1_to_159.67_EXP
3586;3586;BB133_3M_2301_m100_NM;161.929622;162.743874;;0.814252;EXP;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/EXP/BB133_3M_2301_m100_NM_161.93_to_162.74;/BB/EXP/BB133_3M_2301_m100_161.93_to_162.74_EXP;/other/EXP/BB133_3M_2301_m100_NM_160.02_to_161.93;/other/EXP/BB133_3M_2301_m100_160.02_to_161.93_EXP
3587;3587;BB133_3M_2301_m100_NM;163.116407;164.111603;;0.995196;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/EXP/BB133_3M_2301_m100_NM_163.12_to_164.11;/BB/EXP/BB133_3M_2301_m100_163.12_to_164.11_EXP;/other/EXP/BB133_3M_2301_m100_NM_162.74_to_163.12;/other/EXP/BB133_3M_2301_m100_162.74_to_163.12_EXP
3588;3588;BB133_3M_2301_m100_NM;164.893924;166.054099;;1.160175;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/EXP/BB133_3M_2301_m100_NM_164.89_to_166.05;/BB/EXP/BB133_3M_2301_m100_164.89_to_166.05_EXP;/other/EXP/BB133_3M_2301_m100_NM_164.11_to_164.89;/other/EXP/BB133_3M_2301_m100_164.11_to_164.89_EXP
3589;3589;BB133_3M_2301_m100_NM;167.054617;167.879513;;0.824896;EXP;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/EXP/BB133_3M_2301_m100_NM_167.05_to_167.88;/BB/EXP/BB133_3M_2301_m100_167.05_to_167.88_EXP;/other/EXP/BB133_3M_2301_m100_NM_166.05_to_167.05;/other/EXP/BB133_3M_2301_m100_166.05_to_167.05_EXP
3590;3590;BB133_3M_2301_m100_NM;168.214793;169.050332;;0.835539;EXP;B;V;;;B;V;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/EXP/BB133_3M_2301_m100_NM_168.21_to_169.05;/BB/EXP/BB133_3M_2301_m100_168.21_to_169.05_EXP;/other/EXP/BB133_3M_2301_m100_NM_167.88_to_168.21;/other/EXP/BB133_3M_2301_m100_167.88_to_168.21_EXP
3591;3591;BB133_3M_2301_m100_NM;171.477121;172.17429;;0.697169;EXP;B;L;;;B;L;;;;;;;;;;;;;;;;;;;;;;;;;;133;;;m100;/BB/EXP/BB133_3M_2301_m100_NM_171.48_to_172.17;/BB/EXP/BB133_3M_2301_m100_171.48_to_172.17_EXP;/other/EXP/BB133_3M_2301_m100_NM_169.05_to_171.48;/other/EXP/BB133_3M_2301_m100_169.05_to_171.48_EXP
