;index;file;start_times;stop_times;check_timings;duration;phase;who;voc_type;category1_M;category2_M;category1_F;category2_F;agr_cat1;agr_cat2;"Garde (0;1)";"Langue entendue (F;Autre)";"Langue parlée (1;2)";"bababa (0;1;2)";"bodaga (0;1;2)";"imitation (0;1;2)";"pointer doigt (0;1)";pretend play score (x/7);social gesture score (x/7);words understood (x/139);words spoken (x/139);word spoken all;"combiner mots 0;1;2";sentiments (x/4);expressions (x/5);"Reco miroir (0;1;2)";"attire attention soi (0;1;2)";"aime/aime pas (0;1;2)";"reco photo (0;1;2)";"attire attention actions (0;1;2)";Unnamed: 34;coded;audio_order;BB;delete_group;merge_group;cond;BBvoc_NM;BBvoc_M;othersound_NM;othersound_M
1303;1303;BB68_6M_1505_m100_NM;284.779;284.892;0.6259999999999764;0.113;EXP;B;VS;B;VS;B;V;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1926.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_284.78_to_284.89;/BB/EXP/BB68_6M_1505_m100_284.78_to_284.89_EXP;/other/EXP/BB68_6M_1505_m100_NM_280.9_to_284.78;/other/EXP/BB68_6M_1505_m100_280.9_to_284.78_EXP
1304;1304;BB68_6M_1505_m100_NM;285.518;286.056;6.455000000000041;0.538;EXP;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1927.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_285.52_to_286.06;/BB/EXP/BB68_6M_1505_m100_285.52_to_286.06_EXP;/other/EXP/BB68_6M_1505_m100_NM_284.89_to_285.52;/other/EXP/BB68_6M_1505_m100_284.89_to_285.52_EXP
1305;1305;BB68_6M_1505_m100_NM;292.511;294.129;3.634999999999991;1.618;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1928.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_292.51_to_294.13;/BB/EXP/BB68_6M_1505_m100_292.51_to_294.13_EXP;/other/EXP/BB68_6M_1505_m100_NM_286.06_to_292.51;/other/EXP/BB68_6M_1505_m100_286.06_to_292.51_EXP
1306;1306;BB68_6M_1505_m100_NM;297.764;298.528;2.627999999999986;0.764;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1929.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_297.76_to_298.53;/BB/EXP/BB68_6M_1505_m100_297.76_to_298.53_EXP;/other/EXP/BB68_6M_1505_m100_NM_294.13_to_297.76;/other/EXP/BB68_6M_1505_m100_294.13_to_297.76_EXP
1307;1307;BB68_6M_1505_m100_NM;301.156;301.812;3.228999999999985;0.656;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1930.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_301.16_to_301.81;/BB/EXP/BB68_6M_1505_m100_301.16_to_301.81_EXP;/other/EXP/BB68_6M_1505_m100_NM_298.53_to_301.16;/other/EXP/BB68_6M_1505_m100_298.53_to_301.16_EXP
1308;1308;BB68_6M_1505_m100_NM;305.041;305.654;2.2239999999999895;0.613;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1931.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_305.04_to_305.65;/BB/EXP/BB68_6M_1505_m100_305.04_to_305.65_EXP;/other/EXP/BB68_6M_1505_m100_NM_301.81_to_305.04;/other/EXP/BB68_6M_1505_m100_301.81_to_305.04_EXP
1309;1309;BB68_6M_1505_m100_NM;307.878;309.798;1.51400000000001;1.92;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1932.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_307.88_to_309.8;/BB/EXP/BB68_6M_1505_m100_307.88_to_309.8_EXP;/other/EXP/BB68_6M_1505_m100_NM_305.65_to_307.88;/other/EXP/BB68_6M_1505_m100_305.65_to_307.88_EXP
1310;1310;BB68_6M_1505_m100_NM;311.312;312.438;1.5529999999999973;1.126;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1933.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_311.31_to_312.44;/BB/EXP/BB68_6M_1505_m100_311.31_to_312.44_EXP;/other/EXP/BB68_6M_1505_m100_NM_309.8_to_311.31;/other/EXP/BB68_6M_1505_m100_309.8_to_311.31_EXP
1311;1311;BB68_6M_1505_m100_NM;313.991;315.01;4.0020000000000095;1.019;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1934.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_313.99_to_315.01;/BB/EXP/BB68_6M_1505_m100_313.99_to_315.01_EXP;/other/EXP/BB68_6M_1505_m100_NM_312.44_to_313.99;/other/EXP/BB68_6M_1505_m100_312.44_to_313.99_EXP
1312;1312;BB68_6M_1505_m100_NM;319.012;320.816;45.67500000000001;1.804;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1935.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_319.01_to_320.82;/BB/EXP/BB68_6M_1505_m100_319.01_to_320.82_EXP;/other/EXP/BB68_6M_1505_m100_NM_315.01_to_319.01;/other/EXP/BB68_6M_1505_m100_315.01_to_319.01_EXP
1313;1313;BB68_6M_1505_m100_NM;366.491;366.746;2.76400000000001;0.255;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1936.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_366.49_to_366.75;/BB/EXP/BB68_6M_1505_m100_366.49_to_366.75_EXP;/other/EXP/BB68_6M_1505_m100_NM_320.82_to_366.49;/other/EXP/BB68_6M_1505_m100_320.82_to_366.49_EXP
1314;1314;BB68_6M_1505_m100_NM;369.51;371.606;1.2660000000000196;2.096;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1937.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_369.51_to_371.61;/BB/EXP/BB68_6M_1505_m100_369.51_to_371.61_EXP;/other/EXP/BB68_6M_1505_m100_NM_366.75_to_369.51;/other/EXP/BB68_6M_1505_m100_366.75_to_369.51_EXP
1315;1315;BB68_6M_1505_m100_NM;372.872;374.862;1.23599999999999;1.99;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1938.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_372.87_to_374.86;/BB/EXP/BB68_6M_1505_m100_372.87_to_374.86_EXP;/other/EXP/BB68_6M_1505_m100_NM_371.61_to_372.87;/other/EXP/BB68_6M_1505_m100_371.61_to_372.87_EXP
1316;1316;BB68_6M_1505_m100_NM;376.098;377.902;15.610000000000014;1.804;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1939.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_376.1_to_377.9;/BB/EXP/BB68_6M_1505_m100_376.1_to_377.9_EXP;/other/EXP/BB68_6M_1505_m100_NM_374.86_to_376.1;/other/EXP/BB68_6M_1505_m100_374.86_to_376.1_EXP
1317;1317;BB68_6M_1505_m100_NM;393.512;394.869;4.404999999999973;1.357;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1940.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_393.51_to_394.87;/BB/EXP/BB68_6M_1505_m100_393.51_to_394.87_EXP;/other/EXP/BB68_6M_1505_m100_NM_377.9_to_393.51;/other/EXP/BB68_6M_1505_m100_377.9_to_393.51_EXP
1318;1318;BB68_6M_1505_m100_NM;399.274;401.502;0.9180000000000064;2.228;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1941.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_399.27_to_401.5;/BB/EXP/BB68_6M_1505_m100_399.27_to_401.5_EXP;/other/EXP/BB68_6M_1505_m100_NM_394.87_to_399.27;/other/EXP/BB68_6M_1505_m100_394.87_to_399.27_EXP
1319;1319;BB68_6M_1505_m100_NM;402.42;402.58;5.616000000000042;0.16;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1942.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_402.42_to_402.58;/BB/EXP/BB68_6M_1505_m100_402.42_to_402.58_EXP;/other/EXP/BB68_6M_1505_m100_NM_401.5_to_402.42;/other/EXP/BB68_6M_1505_m100_401.5_to_402.42_EXP
1320;1320;BB68_6M_1505_m100_NM;408.196;408.363;4.108000000000004;0.167;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1943.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_408.2_to_408.36;/BB/EXP/BB68_6M_1505_m100_408.2_to_408.36_EXP;/other/EXP/BB68_6M_1505_m100_NM_402.58_to_408.2;/other/EXP/BB68_6M_1505_m100_402.58_to_408.2_EXP
1321;1321;BB68_6M_1505_m100_NM;412.471;412.625;0.17500000000001137;0.154;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1944.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_412.47_to_412.62;/BB/EXP/BB68_6M_1505_m100_412.47_to_412.62_EXP;/other/EXP/BB68_6M_1505_m100_NM_408.36_to_412.47;/other/EXP/BB68_6M_1505_m100_408.36_to_412.47_EXP
1322;1322;BB68_6M_1505_m100_NM;412.8;412.928;10.862000000000023;0.128;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1945.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_412.8_to_412.93;/BB/EXP/BB68_6M_1505_m100_412.8_to_412.93_EXP;/other/EXP/BB68_6M_1505_m100_NM_412.62_to_412.8;/other/EXP/BB68_6M_1505_m100_412.62_to_412.8_EXP
1323;1323;BB68_6M_1505_m100_NM;423.79;430.01;0.9390000000000214;6.22;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1946.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_423.79_to_430.01;/BB/EXP/BB68_6M_1505_m100_423.79_to_430.01_EXP;/other/EXP/BB68_6M_1505_m100_NM_412.93_to_423.79;/other/EXP/BB68_6M_1505_m100_412.93_to_423.79_EXP
1324;1324;BB68_6M_1505_m100_NM;430.949;431.511;2.4799999999999613;0.562;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1947.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_430.95_to_431.51;/BB/EXP/BB68_6M_1505_m100_430.95_to_431.51_EXP;/other/EXP/BB68_6M_1505_m100_NM_430.01_to_430.95;/other/EXP/BB68_6M_1505_m100_430.01_to_430.95_EXP
1325;1325;BB68_6M_1505_m100_NM;433.991;434.463;5.7690000000000055;0.472;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1948.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_433.99_to_434.46;/BB/EXP/BB68_6M_1505_m100_433.99_to_434.46_EXP;/other/EXP/BB68_6M_1505_m100_NM_431.51_to_433.99;/other/EXP/BB68_6M_1505_m100_431.51_to_433.99_EXP
1326;1326;BB68_6M_1505_m100_NM;440.232;440.948;0.16100000000000136;0.716;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1949.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_440.23_to_440.95;/BB/EXP/BB68_6M_1505_m100_440.23_to_440.95_EXP;/other/EXP/BB68_6M_1505_m100_NM_434.46_to_440.23;/other/EXP/BB68_6M_1505_m100_434.46_to_440.23_EXP
1327;1327;BB68_6M_1505_m100_NM;441.109;441.732;18.101999999999975;0.623;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1950.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_441.11_to_441.73;/BB/EXP/BB68_6M_1505_m100_441.11_to_441.73_EXP;/other/EXP/BB68_6M_1505_m100_NM_440.95_to_441.11;/other/EXP/BB68_6M_1505_m100_440.95_to_441.11_EXP
1328;1328;BB68_6M_1505_m100_NM;459.834;459.947;12.449999999999989;0.113;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1951.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_459.83_to_459.95;/BB/EXP/BB68_6M_1505_m100_459.83_to_459.95_EXP;/other/EXP/BB68_6M_1505_m100_NM_441.73_to_459.83;/other/EXP/BB68_6M_1505_m100_441.73_to_459.83_EXP
1329;1329;BB68_6M_1505_m100_NM;472.397;473.82;3.187000000000012;1.423;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1952.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_472.4_to_473.82;/BB/EXP/BB68_6M_1505_m100_472.4_to_473.82_EXP;/other/EXP/BB68_6M_1505_m100_NM_459.95_to_472.4;/other/EXP/BB68_6M_1505_m100_459.95_to_472.4_EXP
1330;1330;BB68_6M_1505_m100_NM;477.007;479.832;1.1120000000000232;2.825;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1953.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_477.01_to_479.83;/BB/EXP/BB68_6M_1505_m100_477.01_to_479.83_EXP;/other/EXP/BB68_6M_1505_m100_NM_473.82_to_477.01;/other/EXP/BB68_6M_1505_m100_473.82_to_477.01_EXP
1331;1331;BB68_6M_1505_m100_NM;480.944;482.011;4.111999999999966;1.067;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1954.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_480.94_to_482.01;/BB/EXP/BB68_6M_1505_m100_480.94_to_482.01_EXP;/other/EXP/BB68_6M_1505_m100_NM_479.83_to_480.94;/other/EXP/BB68_6M_1505_m100_479.83_to_480.94_EXP
1332;1332;BB68_6M_1505_m100_NM;486.123;489.01;16.908999999999992;2.887;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1955.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_486.12_to_489.01;/BB/EXP/BB68_6M_1505_m100_486.12_to_489.01_EXP;/other/EXP/BB68_6M_1505_m100_NM_482.01_to_486.12;/other/EXP/BB68_6M_1505_m100_482.01_to_486.12_EXP
1333;1333;BB68_6M_1505_m100_NM;505.919;506.992;0.6959999999999695;1.073;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1956.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_505.92_to_506.99;/BB/EXP/BB68_6M_1505_m100_505.92_to_506.99_EXP;/other/EXP/BB68_6M_1505_m100_NM_489.01_to_505.92;/other/EXP/BB68_6M_1505_m100_489.01_to_505.92_EXP
1334;1334;BB68_6M_1505_m100_NM;507.688;509.674;13.836999999999989;1.986;EXP;B;VS;B;VS;M;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1957.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_507.69_to_509.67;/BB/EXP/BB68_6M_1505_m100_507.69_to_509.67_EXP;/other/EXP/BB68_6M_1505_m100_NM_506.99_to_507.69;/other/EXP/BB68_6M_1505_m100_506.99_to_507.69_EXP
1335;1335;BB68_6M_1505_m100_NM;523.511;523.67;0.98700000000008;0.159;EXP;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1958.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_523.51_to_523.67;/BB/EXP/BB68_6M_1505_m100_523.51_to_523.67_EXP;/other/EXP/BB68_6M_1505_m100_NM_509.67_to_523.51;/other/EXP/BB68_6M_1505_m100_509.67_to_523.51_EXP
1336;1336;BB68_6M_1505_m100_NM;524.657;525.086;4.697999999999979;0.429;EXP;B;VS;B;VS;M;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1959.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_524.66_to_525.09;/BB/EXP/BB68_6M_1505_m100_524.66_to_525.09_EXP;/other/EXP/BB68_6M_1505_m100_NM_523.67_to_524.66;/other/EXP/BB68_6M_1505_m100_523.67_to_524.66_EXP
1337;1337;BB68_6M_1505_m100_NM;529.784;530.493;;0.709;EXP;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1960.0;68;;;m100;/BB/EXP/BB68_6M_1505_m100_NM_529.78_to_530.49;/BB/EXP/BB68_6M_1505_m100_529.78_to_530.49_EXP;/other/EXP/BB68_6M_1505_m100_NM_525.09_to_529.78;/other/EXP/BB68_6M_1505_m100_525.09_to_529.78_EXP
1338;1338;BB69_6M_1605_m100_NM;9.511;9.752;2.7609999999999992;0.241;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1961.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_9.51_to_9.75;/BB/BL/BB69_6M_1605_m100_9.51_to_9.75_BL;none;none
1339;1339;BB69_6M_1605_m100_NM;12.513;12.992;0.5959999999999983;0.479;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1962.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_12.51_to_12.99;/BB/BL/BB69_6M_1605_m100_12.51_to_12.99_BL;/other/BL/BB69_6M_1605_m100_NM_9.75_to_12.51;/other/BL/BB69_6M_1605_m100_9.75_to_12.51_BL
1340;1340;BB69_6M_1605_m100_NM;13.588;13.995;1.0810000000000013;0.407;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1963.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_13.59_to_14.0;/BB/BL/BB69_6M_1605_m100_13.59_to_14.0_BL;/other/BL/BB69_6M_1605_m100_NM_12.99_to_13.59;/other/BL/BB69_6M_1605_m100_12.99_to_13.59_BL
1341;1341;BB69_6M_1605_m100_NM;15.076;15.206;0.17600000000000016;0.13;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1964.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_15.08_to_15.21;/BB/BL/BB69_6M_1605_m100_15.08_to_15.21_BL;/other/BL/BB69_6M_1605_m100_NM_14.0_to_15.08;/other/BL/BB69_6M_1605_m100_14.0_to_15.08_BL
1342;1342;BB69_6M_1605_m100_NM;15.382;18.511;3.6530000000000022;3.129;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1965.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_15.38_to_18.51;/BB/BL/BB69_6M_1605_m100_15.38_to_18.51_BL;/other/BL/BB69_6M_1605_m100_NM_15.21_to_15.38;/other/BL/BB69_6M_1605_m100_15.21_to_15.38_BL
1343;1343;BB69_6M_1605_m100_NM;22.164;22.655;0.23899999999999721;0.491;BL;B;VS;B;VS;M;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1966.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_22.16_to_22.66;/BB/BL/BB69_6M_1605_m100_22.16_to_22.66_BL;/other/BL/BB69_6M_1605_m100_NM_18.51_to_22.16;/other/BL/BB69_6M_1605_m100_18.51_to_22.16_BL
1344;1344;BB69_6M_1605_m100_NM;22.894;23.51;3.354999999999997;0.616;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1967.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_22.89_to_23.51;/BB/BL/BB69_6M_1605_m100_22.89_to_23.51_BL;/other/BL/BB69_6M_1605_m100_NM_22.66_to_22.89;/other/BL/BB69_6M_1605_m100_22.66_to_22.89_BL
1345;1345;BB69_6M_1605_m100_NM;26.865;28.061;2.9499999999999993;1.196;BL;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1968.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_26.86_to_28.06;/BB/BL/BB69_6M_1605_m100_26.86_to_28.06_BL;/other/BL/BB69_6M_1605_m100_NM_23.51_to_26.86;/other/BL/BB69_6M_1605_m100_23.51_to_26.86_BL
1346;1346;BB69_6M_1605_m100_NM;31.011;31.298;0.1860000000000035;0.287;BL;N;;N;;N;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1969.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_31.01_to_31.3;/BB/BL/BB69_6M_1605_m100_31.01_to_31.3_BL;/other/BL/BB69_6M_1605_m100_NM_28.06_to_31.01;/other/BL/BB69_6M_1605_m100_28.06_to_31.01_BL
1347;1347;BB69_6M_1605_m100_NM;31.484;32.171;1.786999999999999;0.687;BL;N;;N;;N;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1970.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_31.48_to_32.17;/BB/BL/BB69_6M_1605_m100_31.48_to_32.17_BL;/other/BL/BB69_6M_1605_m100_NM_31.3_to_31.48;/other/BL/BB69_6M_1605_m100_31.3_to_31.48_BL
1348;1348;BB69_6M_1605_m100_NM;33.958;34.223;4.7520000000000024;0.265;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1971.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_33.96_to_34.22;/BB/BL/BB69_6M_1605_m100_33.96_to_34.22_BL;/other/BL/BB69_6M_1605_m100_NM_32.17_to_33.96;/other/BL/BB69_6M_1605_m100_32.17_to_33.96_BL
1349;1349;BB69_6M_1605_m100_NM;38.975;41.788;2.5260000000000034;2.813;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1972.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_38.98_to_41.79;/BB/BL/BB69_6M_1605_m100_38.98_to_41.79_BL;/other/BL/BB69_6M_1605_m100_NM_34.22_to_38.98;/other/BL/BB69_6M_1605_m100_34.22_to_38.98_BL
1350;1350;BB69_6M_1605_m100_NM;44.314;44.511;12.477999999999994;0.197;BL;B;VS;B;VS;N;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;1.0;1973.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_44.31_to_44.51;/BB/BL/BB69_6M_1605_m100_44.31_to_44.51_BL;/other/BL/BB69_6M_1605_m100_NM_41.79_to_44.31;/other/BL/BB69_6M_1605_m100_41.79_to_44.31_BL
1351;1351;BB69_6M_1605_m100_NM;56.989;57.257;3.0390000000000015;0.268;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1974.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_56.99_to_57.26;/BB/BL/BB69_6M_1605_m100_56.99_to_57.26_BL;/other/BL/BB69_6M_1605_m100_NM_44.51_to_56.99;/other/BL/BB69_6M_1605_m100_44.51_to_56.99_BL
1352;1352;BB69_6M_1605_m100_NM;60.296;60.399;2.576999999999998;0.103;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1975.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_60.3_to_60.4;/BB/BL/BB69_6M_1605_m100_60.3_to_60.4_BL;/other/BL/BB69_6M_1605_m100_NM_57.26_to_60.3;/other/BL/BB69_6M_1605_m100_57.26_to_60.3_BL
1353;1353;BB69_6M_1605_m100_NM;62.976;63.153;10.625000000000007;0.177;BL;B;VS;B;VS;B;VS;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1976.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_62.98_to_63.15;/BB/BL/BB69_6M_1605_m100_62.98_to_63.15_BL;/other/BL/BB69_6M_1605_m100_NM_60.4_to_62.98;/other/BL/BB69_6M_1605_m100_60.4_to_62.98_BL
1354;1354;BB69_6M_1605_m100_NM;73.778;74.507;0.9230000000000018;0.729;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1977.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_73.78_to_74.51;/BB/BL/BB69_6M_1605_m100_73.78_to_74.51_BL;/other/BL/BB69_6M_1605_m100_NM_63.15_to_73.78;/other/BL/BB69_6M_1605_m100_63.15_to_73.78_BL
1355;1355;BB69_6M_1605_m100_NM;75.43;77.031;1.9609999999999985;1.601;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1978.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_75.43_to_77.03;/BB/BL/BB69_6M_1605_m100_75.43_to_77.03_BL;/other/BL/BB69_6M_1605_m100_NM_74.51_to_75.43;/other/BL/BB69_6M_1605_m100_74.51_to_75.43_BL
1356;1356;BB69_6M_1605_m100_NM;78.992;79.492;0.5189999999999912;0.5;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1979.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_78.99_to_79.49;/BB/BL/BB69_6M_1605_m100_78.99_to_79.49_BL;/other/BL/BB69_6M_1605_m100_NM_77.03_to_78.99;/other/BL/BB69_6M_1605_m100_77.03_to_78.99_BL
1357;1357;BB69_6M_1605_m100_NM;80.011;82.201;3.291000000000011;2.19;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1980.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_80.01_to_82.2;/BB/BL/BB69_6M_1605_m100_80.01_to_82.2_BL;/other/BL/BB69_6M_1605_m100_NM_79.49_to_80.01;/other/BL/BB69_6M_1605_m100_79.49_to_80.01_BL
1358;1358;BB69_6M_1605_m100_NM;85.492;85.914;4.150999999999996;0.422;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1981.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_85.49_to_85.91;/BB/BL/BB69_6M_1605_m100_85.49_to_85.91_BL;/other/BL/BB69_6M_1605_m100_NM_82.2_to_85.49;/other/BL/BB69_6M_1605_m100_82.2_to_85.49_BL
1359;1359;BB69_6M_1605_m100_NM;90.065;90.782;1.1410000000000053;0.717;BL;B;V;B;V;B;V;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1982.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_90.06_to_90.78;/BB/BL/BB69_6M_1605_m100_90.06_to_90.78_BL;/other/BL/BB69_6M_1605_m100_NM_85.91_to_90.06;/other/BL/BB69_6M_1605_m100_85.91_to_90.06_BL
1360;1360;BB69_6M_1605_m100_NM;91.923;92.402;0.671999999999997;0.479;BL;M;;M;;M;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;1.0;1983.0;69;;;m100;/BB/BL/BB69_6M_1605_m100_NM_91.92_to_92.4;/BB/BL/BB69_6M_1605_m100_91.92_to_92.4_BL;/other/BL/BB69_6M_1605_m100_NM_90.78_to_91.92;/other/BL/BB69_6M_1605_m100_90.78_to_91.92_BL
